view_index,idea_ref,name,view_type,catalog_id,interface_family,family_name,coverage_state,original_A,original_B,original_X,concrete_family_execution,family_evidence,view_specific_remaining,remaining_executable_interface,next_batch,external_gap,execution_scope,stale_source_status,source,original_boundary
187,ARX-016,USFlow / Dynamic Timing Representation,per_paper_fusion_hint,W0468,F19,任务backbone/数据/参考模型,任务对照；多数模型替换未试,尖峰相机流上的动态时序表示（像素共享多膨胀时域卷积+层注意力融合）+无监督光流——时间窗自适应打包与输入表示对照（借入≠X）。,固定长度尖峰窗；仅计数/最新戳事件图；纯监督真值流；无层注意力的单尺度时域卷积。,TMR/USFlow≠lifting X；尖峰相机前端旁路，差分不在PHM EPE。,SDformerFlow本地NB0已实际配对；其他模型名不代表当前学生已有对应实现,open_fusion_execution/accuracy_baseline/valid825_summary.json,"表示替换无增益或膨胀费用挤占 Stage B → 保持旁路。 | Efficiently selecting an appropriate spike stream data length to extract precise information is the key to the spike vision tasks. To address this issue, we propose a dynamic timing representation for spike streams. Based on multi-layers architecture, it applies dilated convolutions on temporal dimension to extract features on multi-temporal scales with few parameters. And we design layer attentio",明确新学生/数据需求后一次等预算对比，不能用不同任务FPS/AEE作硬件胜出,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F2/F7相关（时间表示打包）。旁路基线。不抢 Stage B。f_candidates含F2,F7。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,Spike camera/PHM≠DSEC/valid825；仅摘录窗；禁止虚报已读完整§4.3损失闭式。
188,ARX-015,EOLO,per_paper_fusion_hint,W0467,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,轻量SNN事件编码 + Event Temporal Attention保边+时序 + Symmetric RGB-Event Fusion（不偏置单模态）——全天多模态对称融合与事件时序注意对照（借入≠X）。,非对称RGB主/事件辅融合（RENet类）；纯RGB YOLO；事件转帧丢时序；固定光流合成事件。,EOLO/ETA/SREF≠lifting X；检测应用旁路，差分不在mAP。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"融合无全天鲁棒增益或挤占 Stage B → 保持旁路。 | The ability to detect objects in all lighting (i.e., normal-, over-, and under-exposed) conditions is crucial for real-world applications, such as self-driving.Traditional RGB-based detectors often fail under such varying lighting conditions.Therefore, recent works utilize novel event cameras to supplement or guide the RGB modality; however, these methods typically adopt asymmetric network structu",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F1/F7弱相关（表示选择、融合打包）。旁路/感知。不抢 Stage B。f_candidates含F1,F7。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,E-VOC/E-MSCOCO合成事件≠真实事件链；mAP/SNN mJ≠AEE/same-port%；合成偏差须明示。
189,MAIN-R235,DFlow / Context-aware Iteration Policy,per_paper_fusion_hint,W0207,F06,精确证书/整组接受与回退,只停旧证书/旧早停布局,上下文感知迭代策略网：按样本动态跳过光流更新步（瓶颈/边际收益）——迭代预算自适应与可控算力合同对照（借入≠X）。,固定大迭代（RAFT 24/32）；无策略的早退阈值；仅当前特征无历史/未来上下文的跳步。,迭代策略≠lifting源字X；旁路效率轴，差分不在Sintel EPE%。,原9/11已做严格equal-a/水平P2分级余量；本轮独立复放同305760lane及38220SIMD8证书命中0，不计新接口，未停不同参考轴,PRO_GROK_REVIEW_20260911.md;open_fusion_execution/EXECUTION_QUEUE.md;open_fusion_execution/breadth_20260912/rounding_margin/results.json,跳步伤EPE超预算或策略本身费用抵消收益 → 停该策略，保留固定迭代基线。 | 新迭代网络与硬件训练未试。,新参考轴/可训裕度/连续消费者联合接受，比较应不先算原乘法；量化稳定不等于门正确,B5,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F2/F4相关（时间/迭代检查点、有损跳过）。第二队列对照。不抢 Stage B。f_candidates含F2,F4。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,FLOPs降约40%/20%≠same-port服务%；帧光流≠事件valid825；仅摘录窗。
190,MAIN-R236,ESDA,per_paper_fusion_hint,W0208,F01,稀疏NRV×W供数/共享索引,已实做局部；完整原作未迁,可组合稀疏数据流：坐标token+特征同流、子流形卷积抑膨胀、编译期并行因子——事件稀疏空间供数与模板化对接对照（借入≠X）。,标准卷积致密化中间特征；稠密帧CNN全图扫描；不可组合的固定硬件；无token的纯特征流。,ESDA/子流形≠lifting数字残差链X；借稀疏数据流接口，勿搬平台吞吐数字。,2tile×4ID完整C384→T10的原双指针RTL，以及本轮同址合并/冷cache CPU前端,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/shared_index_results.json,无同端口稀疏服务改善或映射不上残差链 → 停类比，不杀稀疏数据流家族。 | 完整前端、编码、存储/调度迁移未试。 || -,8×8完整层、索引与源/NR4并行生成、真实冷DMA、后继FC2/BN2；本文CPU不覆盖这些,B1,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F7相关（稀疏坐标打包/模块级联边界）。第二队列旁证。不抢 Stage B。f_candidates含F7。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,平台分类吞吐/资源≠valid825/same-port%；仅摘录窗；子流形限制≠通用稠密光流出口。
191,MAIN-R256,Spike-driven Transformer V2 / Meta-SpikeFormer,per_paper_fusion_hint,W0228,F15,注意力/残差算子替换或训练,未试此网络替换,Meta-SpikeFormer：前两段Conv-SNN（SepConv token mixer）+后两段金字塔SDSA——可替换token mixer的尖峰元架构与芯片友好算子集对照（借入≠X）。,纯Transformer尖峰（无Conv茎多段）；Spike-driven Transformer仅四层Conv编码；ANN meta块直接换激活。,Meta块/SDSA≠lifting X；架构元设计旁路。,原打分叶分析不等于SDSA/QKFormer/STSA/SLI等新网络恢复,open_fusion_execution/catalog/idea_views.csv,挂主网无增益或块费用挤占 Stage B → 保持旁路。 | 全模型迁移和训练未试。,只替换一个固定block、同训练预算与原head比较；IAND不能无损删PED,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F1/F2/F4/F7弱相关（表示、时间步、残差/块、注意力打包）。旁路基线。不抢 Stage B。f_candidates含F1,F2,F4,F7。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,ImageNet/检测精度≠AEE；启发下一代芯片≠nts07合同；仅摘录窗。
192,MAIN-R234,SciFlow,per_paper_fusion_hint,W0206,F06,精确证书/整组接受与回退,只停旧证书/旧早停布局,自清洁迭代：用参考–扭曲特征高斯相似作SCI图指导GRU更新 + Regression Focal Loss重加权难像素——轻量迭代光流自评估/聚焦对照（借入≠X）。,无自评估的朴素迭代；仅监督L1无focal；重型RAFT堆算力换精度。,SCI/RFL≠lifting X；训练/推理辅助旁路。,原9/11已做严格equal-a/水平P2分级余量；本轮独立复放同305760lane及38220SIMD8证书命中0，不计新接口，未停不同参考轴,PRO_GROK_REVIEW_20260911.md;open_fusion_execution/EXECUTION_QUEUE.md;open_fusion_execution/breadth_20260912/rounding_margin/results.json,自清洁无增益或相似图费用抵消轻量优势 → 停该头，保留轻量骨干。 | 完整控制器与任务迁移未试。,新参考轴/可训裕度/连续消费者联合接受，比较应不先算原乘法；量化稳定不等于门正确,B5,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",弱F2/F4（迭代自清洁/有损聚焦）。旁路基线。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,Sintel/KITTI增益≠valid825；轻量参数量勿写same-port%；仅摘录窗。
193,ARX-014,Photonic Neuromorphic IFC,per_paper_fusion_hint,W0466,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,事件传感稀疏捕获 + 被动光学频谱切片（多滤波器并行模拟卷积核）预处理再交轻量数字头——模拟域特征抽取减可训参数对照（借入≠X）。,纯数字CNN/FCL吃原始合成帧；有源复杂光子储备池；帧相机高带宽IFC。,OSS光子前端≠lifting数字链X；应用/传感旁路，勿搬准确率或参数压缩倍数。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"前端不可映射到数字同端口或挤占 Stage B → 保持旁路。 | In this work, we present experimental results of a high-speed label-free imaging cytometry system that seamlessly merges the high-capturing rate and data sparsity of an event-based CMOS camera with lightweight photonic neuromorphic processing. This combination offers high classification accuracy and a massive reduction in the number of trainable parameters of the digital machine-learning back-end.",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",传感/前端旁路；与执行岛弱相关。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,流式细胞仪/PMMA实验≠光流AEE；实验室光路≠芯片；合成帧积分T≠本地事件合同。
194,ARX-063,NeuraChip,per_paper_fusion_hint,W0514,F11,有限生命周期/保留重算/上下文交织,已实做局部；交织未试,哈希解耦空间加速：Gustavson式聚合 + 哈希引擎常数时间累加部分积 + 滚动驱逐——GNN稀疏–稀疏供数与部分和生存期对照（借入≠X；联读Flexagon/GROW）。,朴素三嵌套SpGEMM；无哈希的排序合并匹配；无驱逐的部分和缓存膨胀；计算–存储紧耦合单核。,NeuraChip/GNN≠lifting X；借驻留与哈希归约，勿称图芯片X。,8088归因/驻RF供数/P1留Z已测；原dense两链CSD524字未准入；相同策略在两项量化dense上229字/13工作RF+门RF已过RTL但慢于完整CSE；16+80仅设计，尚未执行,PRO_GROK_REVIEW_20260911.md;open_fusion_execution/stage_20260912/hardware/summary.json;open_fusion_execution/new_interface_selection/resident_latent/results.json;open_fusion_execution/breadth_20260912/coverage_owned/INTERLEAVE_NEXT_INTERFACE.md;open_fusion_execution/breadth_20260912/source_constant_probe/dense_low_state/results.json,"无同端口重读/归约改善或映射不上 → 停类比，不杀Gustavson/哈希家族。 | Graph Neural Networks (GNNs) are emerging as a formidable tool for processing non-euclidean data across various domains, ranging from social network analysis to bioinformatics. Despite their effectiveness, their adoption has not been pervasive because of scalability challenges associated with large-scale graph datasets, particularly when leveraging message passing. To tackle these challenges, we i",共同RF/issue/SR-SW下真正交织：原80acc+4供数+13源临时+1门需98RF，固定2供数方案待测；已准入低RF普通控制须同权且量化质量另评，40/61RF不是dense下界,B2,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F5相关（行驻留/部分和生存期/驱逐周转）。第二队列旁证。不抢 Stage B。f_candidates含F5。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,GNN基准/加速比≠AEE；仅摘录窗walk-through；禁止虚报完整面积功耗表。
195,MAIN-R230,EvGNN,per_paper_fusion_hint,W0202,F16,tokenizer/稀疏stem/decoder岛,未完整试；旧切片仅部分,事件驱动GNN：新事件只更新有向局部子图（不存全边）+棱柱邻域搜索引擎+层并行——边侧微秒级事件图更新与内存足迹对照（借入≠X）。,静态整段构图再推理；无向全图存边；AEGNN类高内存；纯CNN事件帧。,EvGNN图加速≠lifting X；边侧视觉前端旁路，勿搬延迟/片上存储当净服务%。,decoder仅旧ep34 shards，未闭完整Table-A；Spiking Patches未恢复,open_fusion_execution/catalog/idea_views.csv,前端替换无增益或挤占 Stage B → 保持旁路。 | 图输入生产与稠密流恢复训练未试。 || -,原GT任务下stem/decoder完整层支持与费用，然后一个固定替换恢复,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1弱相关（事件图表示选择）。旁路/前端。不抢 Stage B。f_candidates含F1。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,N-CARS准确率/平台指标≠valid825；摘录偏背景+贡献，禁止虚报已读完整微架构；量化8b≠本地阈值声明。
196,ARX-013,SCSim,per_paper_fusion_hint,W0465,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,尖峰相机电路级噪声建模 + 渲染→积分重置→尖峰流 + SNEE——尖峰传感前端数据合同与仿真供数对照（借入≠X）。,SPCS无/弱噪声；NeuSpike/SpikingSIM仅暗电流；纯事件差分采样；无标签裸渲染。,SCSim≠lifting X；数据集/前端旁路，勿搬重建PSNR。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"仿真替换无增益或挤占 Stage B → 保持旁路。 | Spike cameras, with their exceptional temporal resolution, are revolutionizing high-speed visual applications. Large-scale synthetic datasets have significantly accelerated the development of these cameras, particularly in reconstruction and optical flow. However, current synthetic datasets for spike cameras lack sophistication. Addressing this gap, we introduce SCSim, a novel and more realistic s",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",传感/数据旁路；弱挂表示。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,RHDD/WGSE微调≠valid825；仅摘录窗；电路噪声≠本地事件阈值。
197,MAIN-R239,EFGCN,per_paper_fusion_hint,W0211,F16,tokenizer/稀疏stem/decoder岛,未完整试；旧切片仅部分,事件→邻域矩阵构图 + 时向有向边免k-hop重算 + PointNetConv(max) + 3D图池化——边侧事件图实时供数与片上驻留对照（借入≠X；联读EvGNN）。,全图欧氏搜邻O(n)；双向/逆时边级联更新；2D MaxPool结构漂移；SplineConv高内存；片外DRAM图存储。,EFGCN≠lifting X；借事件图流水，勿搬MEPS/LUT。,decoder仅旧ep34 shards，未闭完整Table-A；Spiking Patches未恢复,open_fusion_execution/catalog/idea_views.csv,前端替换无增益或挤占 Stage B → 保持旁路。 | 完整本任务映射与稠密恢复未试。,原GT任务下stem/decoder完整层支持与费用，然后一个固定替换恢复,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1/F5弱相关（事件图表示、片上驻留）。旁路/前端。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,分类/200MHz/无片外≠valid825/same-port%；仅摘录窗；禁止虚报完整PPA。
198,ARX-012,Event-based vision on FPGAs -- a survey,per_paper_fusion_hint,W0248,F18,编译/仿真/库/综述入口,工具或地图；非独立机制,FPGA/SoC事件处理图谱：滤波→光流/立体→经典与SNN-AI检测跟踪——边侧事件加速对照轴与空白区定位（借入≠X；综述）。,仅GPU/CPU事件流水；单任务点论文无跨域对照；忽略功耗/延迟联合口径。,综述≠lifting X；只作地图与缺口，不导出单芯片标题差分。,Verilator已运行；其余库的链接不是已安装或全量复现证明,open_fusion_execution/stage_20260912/hardware/rtl_source/results.json;open_fusion_execution/catalog/repositories.csv,"仅引用综述数字无法落到同端口合同 → 停当证据，保留地图。 | 其中大量被列论文仅提及，需逐项回原文。 || In recent years there has been a growing interest in event cameras, i.e. vision sensors that record changes in illumination independently for each pixel. This type of operation ensures that acquisition is possible in very adverse lighting conditions, both in low light and high dynamic range, and reduces average power consumption. In addition, the independent operation of each pixel results in low ",只在具体算子需要时核API/格式并迁最小kernel；无需为数目逐库建空实验,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",地图/缺口旁证；弱挂硬件执行岛。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,各文MEPS/mW不可并表外推本地；预印本未纳入；仅摘录+§III窗。
199,ARX-011,TSkips,per_paper_fusion_hint,W0464,F05,时间因子结构/常量编译/配对训练,已实做匹配训练、新825、局部执行及GPU halo,显式时间延迟跨层捷径（前/后向TSkip，禁未来）+可学习α混合当前/延迟——SNN时间依赖传播与检查点旁证（借入≠X）。,标准skip Δt=0；vRNN固定Δt=1后向；无延迟稠密残差；仅加深不加时间捷径。,TSkips≠lifting源字/半步图X；表示/训练旁路，差分不在DSEC AEE%。,保留旧RTL/35RNE/DFS；新三结构同父320步恢复/十帧/新常量公共RTL及matched局部六例CPU已执行；另同规则两项signed-PoT固定投影dense/lifting已做CPU门差和公共RTL，指数/cutoff/下游不变，量化新函数两臂十帧过NB0、四局部链及实际GPU整数端点匹配,open_fusion_execution/stage_20260912/hardware/rtl_source/schedule_controls.json;open_fusion_execution/breadth_20260912/algorithm/matched_training/run.json;open_fusion_execution/breadth_20260912/source_execution/;open_fusion_execution/breadth_20260912/hardware/matched_local_chain/;open_fusion_execution/breadth_20260912/algorithm/valid825/run.json;open_fusion_execution/breadth_20260912/source_constant_probe/summary.json,"挂主网无增益或延迟缓冲挤占 Stage B → 保持旁路。 | Spiking Neural Networks (SNNs) with their bio-inspired Leaky Integrate-and-Fire (LIF) neurons inherently capture temporal information. This makes them well-suited for sequential tasks like processing event-based data from Dynamic Vision Sensors (DVS) and event-based speech tasks. Harnessing the temporal capabilities of SNNs requires mitigating vanishing spikes during training, capturing spatio-tem",主三臂825/GPU halo、两项新函数diverse10及四halo已完成；真实I24全层/新参数完整下游、普通小RF同权交织、不同配对/PIT完整恢复仍开放,B3,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.","F1/F2/F4相关（表示、时间延迟、残差/检查点）。旁路基线。不抢 Stage B。f_candidates含F1,F2,F4。",research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,DSEC/Gesture精度≠valid825；仅摘录窗；NAS的Δt勿写same-port%。
200,ARX-010,eCARLA-scenes,per_paper_fusion_hint,W0463,F19,任务backbone/数据/参考模型,任务对照；多数模型替换未试,CARLA驾驶向合成事件光流数据集 + 场景回放改传感器流水 + eWiz——事件光流数据合同与仿真供数对照（借入≠X）。,MVSEC/DSEC真值同步噪声；ESIM/MDR随机传感器轨迹非车载；Blender重光照门槛高。,eCARLA≠lifting X；数据旁路，勿搬合成EPE。,SDformerFlow本地NB0已实际配对；其他模型名不代表当前学生已有对应实现,open_fusion_execution/accuracy_baseline/valid825_summary.json,"合成微调无真实增益或挤占 Stage B → 保持旁路。 | The joint use of event-based vision and Spiking Neural Networks (SNNs) is expected to have a large impact in robotics in the near future, in tasks such as, visual odometry and obstacle avoidance. While researchers have used real-world event datasets for optical flow prediction (mostly captured with Unmanned Aerial Vehicles (UAVs)), these datasets are limited in diversity, scalability, and are chal",明确新学生/数据需求后一次等预算对比，不能用不同任务FPS/AEE作硬件胜出,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F2弱相关（事件时间窗/光流数据）。数据旁路。不抢 Stage B。f_candidates含F2。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,合成→真实域差；CARLA≠芯片；仅摘录+§3–4。
201,ARX-179,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Strongly Scattering Media,per_paper_fusion_hint,W0630,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,散射介质下事件驱动跟踪+重建双模块SNN（OTM坐标+残差尖峰U-Net）——极端光学前端与稀疏尖峰推理对照（借入≠X）。,帧/SPAD散射成像；纯相关散斑跟踪无重建；同结构ANN全MAC；无代理梯度转换SNN。,散射光路≠lifting数字链X；应用/传感旁路，勿搬跟踪误差或能耗比。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,前端不可映射到数字同端口或挤占 Stage B → 保持旁路。 | Tracking and acquiring simultaneous optical images of randomly moving targets obscured by scattering media remains a challenging problem of importance to many applications that require precise object localization and identification. In this work we develop an end-to-end neuromorphic optical engineering and computational approach to demonstrate how to track and image normally invisible objects by c,先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",传感/应用旁路；与执行岛弱相关。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,MNIST/Kanji投影≠自然光流；实验室光路≠芯片；仅PDF补齐窗。
202,ARX-190,SpikePack,per_paper_fusion_hint,W0220,F02,时间类别/FTP/在途上下文,已实做固定F_live2；其余布局开放,全时序打包为全局膜电位 + 整数zip压缩尖峰序列 + 并行GeMM——SNN信息保留与硬件友好时间折叠对照（借入≠X）。,逐步递归LIF O(T)串行；逐步存尖峰O(T)；每步spike×W欠用GeMM；依赖BPTT逐步反传。,SpikePack神经元≠lifting结构化PSN X；表示/神经元旁路，差分不在ImageNet%。,packed-class/time与有限NR4；本轮同P4×R7×F2=56字S/总双NR4的352次CPU数值排程，F1同预取/合并/编译权限，当前F2布局未胜最强F1,psn/rtl/gp_slice/intersection_result.json;open_fusion_execution/breadth_20260912/coverage_owned/flive2/results.json;open_fusion_execution/breadth_20260912/coverage_owned/flive2/README.md,"替换无增益或打包损害时间可分性挤占 Stage B → 保持旁路。 | 完整 SpikePack 编码、解码及全任务训练未迁移；scalar8 仅是更小控制，不是完整复现。 || Spiking Neural Networks (SNNs) hold promise for energy-efficient, biologically inspired computing. We identify substantial informatio loss during spike transmission, linked to temporal dependencies in traditional Leaky Integrate-and-Fire (LIF) neuron-a key factor potentially limiting SNN performance. Existing SNN architectures also underutilize modern GPUs, constrained by single-bit spike storage ",完整阵列、不同NRV推进/包所有权的多上下文布局及source16+consumer80交织；F4未试且本轮不扫，不扩大候选容量,B2,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1/F2弱相关（尖峰表示、时间折叠）。旁路基线。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,分类/检测/互信息≠valid825；仅摘录窗；O(1)压缩勿写same-port%。
203,ARX-009,ST-FlowNet,per_paper_fusion_hint,W0462,F19,任务backbone/数据/参考模型,任务对照；多数模型替换未试,事件光流尖峰网：ConvGRU增强编解码 + ANN自监督再A2S/BISNN转尖峰——事件光流尖峰前端与训推合同对照（借入≠X）。,纯ANN FlowNet/EV-FlowNet；无ConvGRU单帧尖峰；仅经验阈值A2S无再训；有监督真值流。,ST-FlowNet≠lifting X；同任务旁路，差分不在MVSEC AEE%。,SDformerFlow本地NB0已实际配对；其他模型名不代表当前学生已有对应实现,open_fusion_execution/accuracy_baseline/valid825_summary.json,"替换无增益或ConvGRU费用挤占 Stage B → 保持旁路。 | Spiking Neural Networks (SNNs) have emerged as a promising tool for event-based optical flow estimation tasks due to their ability to leverage spatio-temporal information and low-power capabilities. However, the performance of SNN models is often constrained, limiting their application in real-world scenarios. In this work, we address this gap by proposing a novel neural network architecture, ST-F",明确新学生/数据需求后一次等预算对比，不能用不同任务FPS/AEE作硬件胜出,B8,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F2相关（事件时间表示/递推）。旁路基线。不抢 Stage B。f_candidates含F2。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,MVSEC/ECD/HQF≠valid825；仅摘录+§4；理论能耗≠芯片mW。
204,ARX-008,UCF-Crime-DVS,per_paper_fusion_hint,W0461,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,事件异常检测数据集 + 多尺度尖峰融合（局部膨胀时域+SpikingGCN全局）——事件时序表示与弱监督旁证（借入≠X）。,仅RGB UCF-Crime；单尺度尖峰池化；非尖峰全精度注意力；无全局图的纯局部时域。,UCF-Crime-DVS/MSF≠lifting X；应用/数据旁路，勿搬AUC。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"替换无增益或挤占 Stage B → 保持旁路。 | Video anomaly detection plays a significant role in intelligent surveillance systems. To enhance model's anomaly recognition ability, previous works have typically involved RGB, optical flow, and text features. Recently, dynamic vision sensors (DVS) have emerged as a promising technology, which capture visual information as discrete events with a very high dynamic range and temporal resolution. It",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1/F2弱相关（事件表示、时间多尺度）。旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,异常AUC≠valid825；双栏摘录须PDF补齐；转换事件≠芯片传感。
205,ARX-007,Neural Ganglion Sensors,per_paper_fusion_hint,W0460,F21,器件/传感应用/无直接任务接口,当前对象不适配；不等于缺资料,可学习视网膜神经节式事件传感（空间核+阈值）+可微分箱反传——任务专用事件前端与传感–任务共训对照（借入≠X）。,像素独立传统事件（W=I）；手刻Sobel RGC；不可微ESIM/V2E固定参数；仅后处理不学传感。,学到的事件相机≠lifting X；传感前端旁路，勿搬下游精度。,应用/器件指标不提供当前T10双消费者可执行义务,open_fusion_execution/catalog/idea_views.csv,"学核无增益或不可映射硅实现挤占 Stage B → 保持旁路。 | Inspired by the data-efficient spiking mechanism of neurons in the human eye, event cameras were created to achieve high temporal resolution with minimal power and bandwidth requirements by emitting asynchronous, per-pixel intensity changes rather than conventional fixed-frame rate images. Unlike retinal ganglion cells (RGCs) in the human eye, however, which integrate signals from multiple photore",先有明确可迁数字算子才重开；不为凑试验数替换传感器/任务,B9,,"Current family status/evidence describes bounded representative execution, NOT full implementation of this paper/variant. view_specific_remaining and stale_source_status preserve historical source wording; use remaining_executable_interface for the current family boundary.",F1弱相关（表示/前端选择）。传感旁路。不抢 Stage B。f_candidates空。,research/hardware_innovation_20260908/survey_ab_fusion_20260910/idea_extract_per_paper.csv,下游任务指标≠valid825；仅摘录窗；可微仿真≠真实硅实现。
