path,title,headings,indexing_status,url_count
research/hardware_innovation_20260908/literature/circuit_followup_20260908.md,当前 64 PE 类别数据流的电路补充调研,,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md,条件执行与联合剪枝：完整迁移后的两处可测改造,已读原文：方法及必须完整保留的部分 || 方向一：学习共同完成，而非只增加可提前判定的神经元数 || 方向二：小核心消费后再决定追加通道，给动态宽度完整物理边界,machine_indexed_not_full_read,8
research/hardware_innovation_20260908/literature/direct_priors_20260909/cross_stage_graphics_transfer.md,补读：跨阶段取消与完成反馈（2026-09-09）,,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/literature/direct_priors_20260909/fusion_opportunities.md,同一昂贵 patch 的两项方法组合,1. CFMP 两因子＋掩码回推＋消费者分区训练 || 2. Precision cascading＋BWAC＋T10 需求取消低位载荷 || 下一步取舍 || 双消费者继续推进时补读的轻量预测先验,machine_indexed_not_full_read,6
research/hardware_innovation_20260908/literature/direct_priors_20260909/review.md,直接先验补读：动态神经元剪枝与 CFMP,1. CICC 2025：身份已核，方法缺口仍在 || 2. CFMP：已读完整三页作者稿与图 23.2.5 || 3. 当前 X 的逐句覆盖和判别 || 4. 建议与交付边界,machine_indexed_not_full_read,4
research/hardware_innovation_20260908/literature/finite_broadcast_pruning_notes_20260908.md,有限广播与结构稀疏补查（2026-09-08）,,machine_indexed_not_full_read,8
research/hardware_innovation_20260908/literature/patch_background_followup_20260908.md,Patch 卷积：公共背景、全域 BN 与完整 T10 的两处可测改造,一手先验已经覆盖什么 || 1. 保持当前函数：卷积的空窗证明跨过 BN，继续压缩 Y 并跳完整 A 的输入列 || 2. 改训练函数：在 BN 之前定义稀疏空间生产域，使两次 3×3 都能消费同一背景合同,machine_indexed_not_full_read,7
research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md,Patch 条件执行融合：从未定门反推剩余卷积生产,完整先验应继承什么 || 一个可测试的融合，而非整个门字的一次开关 || 强对照和唯一下一探针 || 为什么本轮不另推“先发放、再修正” || 真实部分完成探针：当前代码与结果的独立复审 || 裁剪 Y 学生与严格判决：先验覆盖及保留的检验 || 有限校准收敛：共享费用目标不足以单独成为主创新 || 三锚加专有尾：按具体共设问题修正评审尺度 || 完整825与三篇新增近邻：继续检验具体结构—供数共设 || 最终整数四轴与严格私有尾：独立阶段判定 || 一次共享扫描与相关判决：主文对照后的本轮收敛 || 固定邻父的判决证书复用：直接先验与可保留的硬件替换 || 共同完成训练的直接边界：停止固定参考，最多保留一次共享尾部决策,machine_indexed_not_full_read,23
research/hardware_innovation_20260908/literature/patch_crosslayer_fusion_followup_20260908.md,Patch 跨层稀疏融合：完整底座与尚未成立的增量,真实边界：不是两层线性卷积 || 三篇完整方法应该怎样借 || 普通最佳融合需要给足的两种合法组织 || 唯一保留的种子：最终量化结果确定后，反向取消生产,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/literature/patch_temporal_dependency_review_20260908.md,Patch 时间依赖与按需生产：独立先验评审,本轮结果与后续价值补评 || 完整精度与卷积批费用后的最终裁决,machine_indexed_not_full_read,7
research/hardware_innovation_20260908/literature/patch_trainable_fusion_followup_20260908.md,Patch r1：用有界神经元输入换取可取消的卷积生产,当前问题及完整先验 || 唯一候选及新增行为 || 已执行的廉价判别 || 四轴完整825的逐序列比较 || 一次训练的最低门与当前判断 || 追加：公共三列与独立尾列的结构可行性,machine_indexed_not_full_read,10
research/hardware_innovation_20260908/literature/sparsity_candidate_review_20260908.md,稀疏候选独立复审（2026-09-08）,,machine_indexed_not_full_read,4
research/hardware_innovation_20260908/literature/sparsity_transfer_followup_20260908.md,架构感知稀疏：从实际供数与消费者状态出发,,machine_indexed_not_full_read,11
research/hardware_innovation_20260908/open_fusion_execution/ACCURACY_POLICY.md,当前精度准入：与原 SDformerFlow 同口径比较,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/EXECUTION_QUEUE.md,家族执行队列：先试适配接口，不等待证据完备,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/README.md,公开 idea 汇总与实际融合试验,统一入口 || 本阶段新增：真实源RTL、两组合825与表示/权重融合 || 前一轮：改变接口继续试，不复述旧负结果 || 连续PED：已从局部误差走到真实网络 || 此前四个家族的基础结果 || 父匹配：控制器已修，复用量仍不足 || 相位剪枝：训练与实际消费者已对齐 || 连续PED与完整动态BN || 前一轮留下的接口（执行状态以顶部及当前队列为准）,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/accuracy_baseline/README.md,原 SDformerFlow：同帧精度基线,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/adaptive_execution/column_interface.md,直接在 NRV 列流上寻找精确父关系,本轮实际结果,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/adaptive_execution/k16_complete/README.md,K16 完整覆盖：复用恢复，但 M20/H8 分块布局没有净服务收益,服务与完整载荷比较 || 覆盖和复用 || 为什么少发放项却更慢 || 状态、强对照和实做边界 || 保留什么,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/adaptive_execution/k16_complete/design_before_execution.md,完整 K864 的 K16 合法 ProSparsity：执行前问题与对照,,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/open_fusion_execution/circuit_followup/README.md,CICC/JSSC/ISSCC：围绕当前三项真实探针的有界补读,1. Yang：样本自适应动态神经元剪枝 || 2. Fang：3D 阵列＋并行非零供数 || 3. Vecim：直接约束本轮“源驻 RF”的新颖性 || 本轮改变执行顺序的结论,machine_indexed_not_full_read,7
research/hardware_innovation_20260908/open_fusion_execution/default_bn/README.md,完整动态 BN：code0 压缩与保原浮点次序的默认支路复用,对照与实际结果 || 四臂到底保留了什么 || 端口、状态与输出 || 验证与诚实边界 || 复现,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/default_bn/consumer_fusion/README.md,完整 BN 规范化接真实 PED：普通融合有效，默认引用没有额外 X,完整域结果 || 真实数据与转换合同 || 完整计费与验证,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/default_bn/onepass/PLAN.md,BNFF / FlexAcc 单遍统计：补全真实强底座,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/default_bn/onepass/README.md,单遍动态BN：完整强对照已经补入,,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/open_fusion_execution/default_bn/onepass/aee_check/README.md,BN 三种浮点函数：真实网络成对比较,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/default_bn/onepass/integrated_consumer/PLAN.md,同一 Engine：单遍 BN 统计到真实 PED 输出,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/default_bn/onepass/integrated_consumer/README.md,单遍BN统计至真实PED：完整消费者基线,实际服务 || 一条时间线中的阶段 || 字节、端口和等待 || 状态与生命周期 || 测量边界,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/open_fusion_execution/literature_followup.md,本轮试验产生的近邻补读：空间/通道剪枝,,machine_indexed_not_full_read,6
research/hardware_innovation_20260908/open_fusion_execution/motion_residual/PLAN.md,运动参考 × 有符号残差：先做真实支持与数值试验,,machine_indexed_not_full_read,3
research/hardware_innovation_20260908/open_fusion_execution/motion_residual/README.md,运动参考残差已实际尝试,,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/open_fusion_execution/motion_residual/REVIEW.md,独立审阅：只停当前 T10 / 小窗参考接口,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/README.md,新接口尝试：连续 PED 渐进秩,,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/REBASE_RESULT.md,激活白化重定基：保留为更强的静态 PED 底座,真实定点结果 || 同端口有限执行 || 独立诊断和仅一项后继,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/aee_rebase/README.md,PED 静态重定基的真实网络 AEE,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/resident_latent/PLAN.md,R24 潜变量留驻：执行前 B / A / X / 强对照,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/resident_latent/README.md,潜变量留RF：可保留的普通blocking底座,同一实际P2的比较 || 删除什么、额外付什么 || 实际阶段 || RF与算术是否合法 || 保留与限制,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/resident_latent/novelty_review.md,驻留潜变量独立新颖性审阅,,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/spike_residual_probe/README.md,固定门字时间解码 + 精确 PED 残差：实际探针,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/new_interface_selection/spike_residual_reuse_review.md,脉冲解码 + 连续残差共同服务 PED：有界可行审查,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/open_fusion_execution/ped_bitplanes/README.md,连续 PED 的 T10 位面默认项／校正：已执行，当前串行布局停止,实际写了什么 || 净服务表 || 功能与可复用实现,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/ped_bitplanes/novelty_review.md,一页机制审阅：LoAS 伪和 × BBS 双向位稀疏 × 连续 PED,,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/open_fusion_execution/pruning/aee_results/README.md,相位 H8 剪枝：实际网络 AEE 探针,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/pruning/aee_row_phase/README.md,水平 P2 共掩码、纵向两相位：实际 AEE,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/pruning/paired_recovery/README.md,相位 H8：一次同预算定点恢复,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/pruning/source_address_iterator/PLAN.md,完整K864的生产者掩码地址接口：先写B与强对照,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/pruning/source_address_iterator/README.md,完整K864源地址接口：固定实测结果,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/pruning/source_address_iterator/REVIEW.md,完整K864地址接口独立审阅,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/review/01_full_support_shared_budget.md,立即执行：完整支持产品复用 × Gustav供数 × 有费用的逐块计划选择,,machine_indexed_not_full_read,4
research/hardware_innovation_20260908/open_fusion_execution/review/02_phase_channel_pruning.md,立即执行：消费者空间相位 × 完整结构剪枝 × 真实残差误差,,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/open_fusion_execution/review/03_default_bn_interface.md,code0 穿过完整动态 BN：可直接试，不能把次数当浮点等价,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/review/03_temporal_bitplanes_ped.md,纳入下一执行：LoAS伪和/校正 × BBS双向位稀疏，作用于真实连续PED,,machine_indexed_not_full_read,4
research/hardware_innovation_20260908/open_fusion_execution/review/04_column_relation_matcher.md,NRV 列流精确父关系：独立先验与新颖性审阅,A / B / X 与先验碰撞 || 借全与实现中不可省的六项 || 最强对照与下一裁决 || 结果追加：修复控制器，未得到可投稿净收益,machine_indexed_not_full_read,4
research/hardware_innovation_20260908/open_fusion_execution/review/04_onepass_review.md,单遍 BN 独立代码审阅与一个后续接口,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/review/05_default_bn_result.md,default-BN 四臂独立结果审阅,A 借入了什么，哪些尚未完整迁移 || 数字、字节与覆盖核对 || 唯一保留的不同接口,machine_indexed_not_full_read,3
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/NEXT_STAGE.md,下一阶段：两条执行链，各自回答一个创新问题,1. 主线：可学习时间结构能否改变真实共享资源执行 || 2. 并行新接口：同生产者门预测，能否真正降低连续路径费用 || 本阶段证据入口,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/README.md,2026-09-12：完整局部执行、真实源RTL与新融合试验,硬件已经完成到哪里 || 算法与同口径精度 || 这次真正新增试过的融合 || 文献补漏和下一决策,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/algorithm/PLAN.md,R24 与单遍 BN 的真实组合；门预测连续残差的有损表示,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/algorithm/README.md,本阶段算法执行结果,完整组合：两条均通过 valid825 || 表示与量化：全部重新推理 || 最后强对照：source34 || 后续可执行判断 || 复算与口径,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/algorithm/REPRESENTATION_INTERFACE.md,同一生产者门字与连续 PED 输入的三种固定表示,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/PLAN.md,结构T10源进入真实双消费者：本阶段B/A/X,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/README.md,结构T10源：同机器完整局部集成,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/RTL_REVIEW.md,共同源RTL独立接口审阅,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/final_combo_alignment/README.md,最终GPU组合与局部硬件服务身份对齐,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/rtl_source/README.md,结构化 T10 源：同一 RTL 执行两套真实程序,实际做了什么 || 回放结果 || 新颖性与边界 || 补试：更小活跃集是否只是原调度遗漏 || 重跑,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/structured_source_control/PLAN.md,唯一普通结构源强对照,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/hardware/structured_source_control/README.md,普通连续3/3/4源强对照,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/FUSION_CANDIDATES.md,证据后收敛：四个可直接做小试验的融合,F-L1：精确连续传输＋动态BN默认值（已跑，降为公共底座） || F-L2：连续激活保真＋符号权重主体＋小残差补偿（优先新训练小试） || F-L3：PIT的缩放/梯度先验＋双消费者可部署量化合同（做强训练对照） || F-L4：跨推理窗口的差分尾部＋守恒神经元（只先做边界试验） || 独立轮回看与评审日志,machine_indexed_not_full_read,7
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/LITERATURE_SUPPLEMENT.md,本轮文献补漏与阅读边界（2026-09-12）,,machine_indexed_not_full_read,19
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/ONE_PAGE_RESULT.md,真实一页结果：精确连续数据codec机会（2026-09-12）,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/independent_round.md,"Independent round — literature agent, 2026-09-12",,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/sources/hgpipe_README.md,HG-PIPE,"Accelerator Features || Requirements || File Structure || Quick Start || Step 0: Case Generation || Step 1: HLS Simulation, Compilation, and Synthesis || Step 2: Print Resource Usage || Step 3: SpinalHDL Simulation and Packaging || Step 4: IP Packaging and Vivado Implementation || Step 5: On-Board Testing || Citation",machine_indexed_not_full_read,4
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/sources/milo_README.md,MiLo,Features || Installation of Python Packages || Installation of kernel || Quick Start || Examples || License || Citation || Acknowledgments,machine_indexed_not_full_read,3
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/sources/pit_README.md,,"🏊 Usage || **1. Virtual Environment** || create virtual environment || install pytorch=2.0.1, cuda=11.8 || install requirements || install spikingjelly==0.0.0.0.15 || **2. Data Preparation** || **3. Model Training** || **(1) CIFAR10** || for ResNet18 + PIT (D=4) || for ResNet19 + PIT (D=4) || **(2) CIFAR100** || **(3) ImageNet-1k** || for SEW ResNet18 + PIT (D=4) || for SEW ResNet34 + PIT (D=4) || **(4) CIFAR10-DVS** || for VGG11 + PIT (D=4) || **(5) DVS-Gesture**",machine_indexed_not_full_read,5
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/sources/vistream_README.md,ViStream: Improving Computation Efficiency of Visual Streaming Perception via Law-of-Charge-Conservation Inspired Spiking Neural Network,Abstract || Model Checkpoint || Download Instructions || Download the checkpoint file || Install huggingface_hub if not already installed || Download using Python || Clone the Hugging Face repository || Copy the checkpoint to your project directory || Running Experiments || Citation || Acknowledgments,machine_indexed_not_full_read,10
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/literature/sources/zipserv_README.md,ZipServ: Fast and Memory-Efficient LLM Inference with Hardware-Aware Lossless Compression,Overview || Key Advantages || Core Techniques || 1. Tensor-Core-Aware Triple Bitmap Encoding (TCA-TBE) || 2. ZipGEMM Fused Kernel || Quick Start || Prerequisites || Build || Initialize environment || Build core library || Build benchmarks || Run Benchmarks || Matrix multiplication benchmark || Example: ./test_mm 4096 4096 128 1 || Citation || License,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/review/REVIEW.md,阶段交叉审阅：真实进展成立，标题级 X 尚未闭合,1. 同资源、同负载与原对照 || 2. RTL 功能与收费口径 || 3. 精度及公共底座与 X 的边界 || 4. 最小下一实验与继续条件 || 阶段收口补记（主代理，非上述独立审阅的追溯改写）,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/weight_compensation/PLAN.md,单接口CPU试验：PED的U矩阵符号主体＋低秩权重补偿,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/open_fusion_execution/stage_20260912/weight_compensation/README.md,U权重补偿真实结果：免训符号布局收口，W4/W8已接真实AEE,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/GUSTAV_ONE_PAGE.md,Gustav 推荐线的强反例与修正,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/LITERATURE_DELTA.md,本轮融合用的先验增补：2026-09-10,,machine_indexed_not_full_read,14
research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/PROSPERITY_ONE_PAGE.md,Prosperity 重新融合：权重支撑、联合共享图与有限执行计划,,machine_indexed_not_full_read,4
research/hardware_innovation_20260908/prosperity_gustav_reopen_20260910/README.md,Prosperity / Gustav 重新融合：本轮已完成的探针,1. 已经做了什么，而不是又列论文名 || 2. 掩码选择已经与普通活动感知对照比较 || 3. 保留哪些融合接口,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/README.md,PSN 短探针：静态范数基线、低秩预判与已完成行见证,数据与真实语义 || 被测方法与费用 || 结果 || RF 生命周期与完整强比较 || 一次有限重构：已完成行的连续值作为见证 || 先验与判断,machine_indexed_not_full_read,2
research/hardware_innovation_20260908/psn/bit_decision_cost_review.md,bit_decision_cost_review,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/class_reconstruct_control.md,相同按类前端：恢复时间行与直接 B 消费的强控制,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy/random/LICENSE.md,NCSA Open Source License,3-Clause BSD License || Components,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/_core/src/npysort/x86-simd-sort/LICENSE.md,LICENSE,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/fft/pocketfft/LICENSE.md,LICENSE,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/LICENSE.md,NCSA Open Source License,3-Clause BSD License || Components,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/src/distributions/LICENSE.md,NumPy,Julia,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/src/mt19937/LICENSE.md,MT19937,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/src/pcg64/LICENSE.md,PCG64,The MIT License,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/src/philox/LICENSE.md,PHILOX,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/src/sfc64/LICENSE.md,SFC64,The MIT License,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/cmvm_20260909/.venv/lib/python3.12/site-packages/numpy-2.5.3.dist-info/licenses/numpy/random/src/splitmix64/LICENSE.md,SPLITMIX64,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/cmvm_20260909/README.md,连续 PSN：完整 da4ml CMVM 基线,实际承接了什么 || S0：输入与结果 || 算术、供数和状态意味着什么 || Patch：双方完整图与公共前缀 || 官方接口问题与本地适配 || 复现与尚未完成的强对照,machine_indexed_not_full_read,3
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/README.md,"da4ml: HLS Compiler for Low-latency, Static-dataflow Kernels on FPGAs",License || Citation,machine_indexed_not_full_read,14
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/cmvm.md,CMVM Optimization Algorithm,Stage 1: Graph-based Decomposition || Stage 2: Common Subexpression Elimination (CSE),machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/dais.md,Program Structure,OpCode || Binary Representation,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/faq.md,FAQs,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/getting_started.md,Getting Started with da4ml,"functional API: || da4ml standalone example || Replay the operation on symbolic tensor || Generate pipelined Verilog code form the traced operation || flavor can be 'verilog' or 'vhdl'. VHDL code generated will be in 2008 standard. || rtl_model.compile() # compile the generated Verilog code with verilator (with GHDL, if using vhdl) || rtl_model.predict(data_inp) # run inference with the compiled model; bit-accurate || Now in 0.5.0: run bit-exact (all int64 arithmetic) inference with the combinational logic model || Backed by cpp-based DAIS interpreter for speed || comb_logic.predict(data_inp) || HGQ2/Keras3 integration: || da4ml with HGQ2 || Automatically replay the model operation on symbolic tensors || hls4ml integration: || da4ml with hls4ml",machine_indexed_not_full_read,2
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/install.md,Installation Guide,Requirements || Binary Wheels || Building from Source,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/plugin.md,Conversion Plugin,Plugin Interface || Example Plugin,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/cmvm_20260909/da4ml_official/docs/status.md,Project Status,Supported Operations || Unsupported Operations,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/direct_class_review.md,直接时间类别生产与 CPTB：独立机制评审,,machine_indexed_not_full_read,6
research/hardware_innovation_20260908/psn/gustavsnn_hardware_direction.md,Gustav 执行底座：当前结果与创新差额（2026-09-08 更新）,底座与网络问题 || 补强分块后，哪些收益还在 || 费用训练：没有独立的局部结构效果 || 剪枝：已训实际权重，不能只看加法或W² || RTL做到哪一步 || 现在保留的创新问题,machine_indexed_not_full_read,7
research/hardware_innovation_20260908/psn/gustavsnn_implementation_status_20260908.md,GustavSNN 借鉴完成度与下一硬件切片（2026-09-08）,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/gustavsnn_migration_notes.md,GustavSNN 完整迁移与消费者边界,,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/psn/gustavsnn_reference_notes.md,CPTB/NRV 类别执行：本轮完成的有费用参考,,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/independent_review.md,满秩 PSN 条件精算：独立概念评审,一手先验实际覆盖的内容 || 当前数据应怎样解释 || 若继续，什么修改才改变执行行为,machine_indexed_not_full_read,6
research/hardware_innovation_20260908/psn/next_hypotheses_independent.md,补充：承接 GustavSNN 的可开发边界（2026-09-08）,,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/psn/patch_completion_service_bounds.md,Partial completion：本轮硬件费用判断,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/psn_decision_one_page.md,完整PSN的判决费用｜一页候选审查｜2026-09-09,,machine_indexed_not_full_read,5
research/hardware_innovation_20260908/psn/rtl/direct_temporal_README.md,整数时间类别源编码叶,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/rtl/gp_slice/README.md,Gustav 指导的最小连线切片,双指针交集：已连线，真实 W 上保留负结果,machine_indexed_not_full_read,1
research/hardware_innovation_20260908/psn/rtl/gp_temporal_README.md,单 PE：NR4 → 持久 S,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/psn/shared_adder_service_notes.md,shared_adder_service_notes,,machine_indexed_not_full_read,0
research/hardware_innovation_20260908/sparsity_hardware_next_20260908.md,剪枝、稀疏与跳过：本轮调研和后续执行,,machine_indexed_not_full_read,11
research/hardware_innovation_20260908/survey_ab_fusion_20260910/CHATGPT_WEB_HANDOFF_FULL.md,ChatGPT Web 全量交接（无仓库/无代码访问）,"0. 一分钟读完（给 ChatGPT 的系统级摘要） || 1. 项目身份与路径锚点 || 2. 冻结门闩（Gates）——必须原样遵守 || 2.1 精度 || 2.2 同资源净服务 || 2.3 家族纪律 || 2.4 生产与 RTL 纪律 || 3. 主新颖性候选 X（写作时只能这样框） || 4. Stage B 实际进度（CRITICAL — 更新旧“未开工”叙事） || 4.1 目录状态 || 4.2 2026-09-10 — 源核（single-slot model） || 4.3 2026-09-11 — 两段写回（two-stage writeback） || 4.4 当前裁决语言（给 ChatGPT 复述用） || 5. 下一 sole interface（纸面可设计，执行等 Codex 配额） || 6. 调研 / 融合 / 管理状态（2026-09-11 更新） || 6.1 库存与 P0 || 6.2 诚实声明（必须保留） || 6.3 队列 || 6.4 Box RTL microprobes（独立线） || 7. ChatGPT 可以帮什么（无代码访问） || 8. ChatGPT 必须 NOT invent（硬禁止） || 9. 续作计划（管理/调研 vs Grok Build vs Codex） || 9.1 直到 2026-09-15 Codex 配额恢复 || 9.2 配额恢复后首选 resume || 9.3 Alternate：Grok Build || 9.4 Web ChatGPT 本会话角色 || 10. 数字速查表（防幻觉） || 11. Pasteable blocks（文末三件套） || 11.1 English — next Codex order（paste into Codex when quota returns） || 11.2 中文 — Grok Build 开场白（可粘贴） || 11.3 ChatGPT system brief（English, paste as custom instructions / first message） || 12. 给 parent 的同步检查清单",machine_indexed_not_full_read,0
research/hardware_innovation_20260908/survey_ab_fusion_20260910/CODEX_NEXT_PLAN.md,Codex Next Plan — 2026-09-11 Overnight,中文执行纲要（Stage B） || 步骤 A — 锁定对照条件 || 时间线表（建议顺序，可直接勾选） || PASS / FAIL / 灰区规则 || 何时允许 ONE paired recovery（仅一次） || 明确不要做（NOT to do） || 第二队列提醒 || Pasteable English work order (for Codex session 01a07507) || 文件与拷贝,machine_indexed_not_full_read,0
