catalog_id,name,full_title,entity_type,venue,category,source_refs,source_files,source_urls,reading_status_by_source,reading_levels_by_source,attempt_status_by_source,include_stop_reasons,untried_interfaces,evidence_paths,precision_tier,A,B,X_hint,idea_card_paths,code_status,code_urls,code_scope,identity_note
W0644,Design and Implementation of Hardware Accelerators for Neural Processing Applica,Design and Implementation of Hardware Accelerators for Neural Processing Applications,paper,arXiv 2024,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-194,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2402.00051v1,ARX-194: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-194: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Primary motivation for this work was the need to implement hardware accelerators for a newly proposed ANN structure called Auto Resonance Network (ARN) for robotic motion planning. ARN is an approximating feed-forward hierarchical and explainable network. It can be used in various AI applications but the application base was small. Therefore, the objective of the research was twofold: to develop a",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0645,ReDy: A Novel ReRAM-centric Dynamic Quantization Approach for Energy-efficient C,ReDy: A Novel ReRAM-centric Dynamic Quantization Approach for Energy-efficient CNN Inference,paper,arXiv 2023,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-195,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2306.16298v1,ARX-195: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-195: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"The primary operation in DNNs is the dot product of quantized input activations and weights. Prior works have proposed the design of memory-centric architectures based on the Processing-In-Memory (PIM) paradigm. Resistive RAM (ReRAM) technology is especially appealing for PIM-based DNN accelerators due to its high density to store weights, low leakage energy, low read latency, and high performance",,P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0646,BRAMAC: Compute-in-BRAM Architectures for Multiply-Accumulate on FPGAs,BRAMAC: Compute-in-BRAM Architectures for Multiply-Accumulate on FPGAs,paper,arXiv 2023,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-196,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2304.03974v1,ARX-196: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-196: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,Deep neural network (DNN) inference using reduced integer precision has been shown to achieve significant improvements in memory utilization and compute throughput with little or no accuracy loss compared to full-precision floating-point. Modern FPGA-based DNN inference relies heavily on the on-chip block RAM (BRAM) for model storage and the digital signal processing (DSP) unit for implementing th,,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0647,"AGNI: In-Situ, Iso-Latency Stochastic-to-Binary Number Conversion for In-DRAM De","AGNI: In-Situ, Iso-Latency Stochastic-to-Binary Number Conversion for In-DRAM Deep Learning",paper,arXiv 2023,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-197,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2302.07746v1,ARX-197: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-197: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Recent years have seen a rapid increase in research activity in the field of DRAM-based Processing-In-Memory (PIM) accelerators, where the analog computing capability of DRAM is employed by minimally changing the inherent structure of DRAM peripherals to accelerate various data-centric applications. Several DRAM-based PIM accelerators for Convolutional Neural Networks (CNNs) have also been reporte",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0648,Bit-balance: Model-Hardware Co-design for Accelerating NNs by Exploiting Bit-lev,Bit-balance: Model-Hardware Co-design for Accelerating NNs by Exploiting Bit-level Sparsity,paper,arXiv 2023,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-198,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2302.00201v1,ARX-198: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-198: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Bit-serial architectures can handle Neural Networks (NNs) with different weight precisions, achieving higher resource efficiency compared with bit-parallel architectures. Besides, the weights contain abundant zero bits owing to the fault tolerance of NNs, indicating that bit sparsity of NNs can be further exploited for performance improvement. However, the irregular proportion of zero bits in each",,P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0649,Accelerating Neural Network Inference with Processing-in-DRAM: From the Edge to ,Accelerating Neural Network Inference with Processing-in-DRAM: From the Edge to the Cloud,paper,arXiv 2022,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-199,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2209.08938v2,ARX-199: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-199: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Neural networks (NNs) are growing in importance and complexity. A neural network's performance (and energy efficiency) can be bound either by computation or memory resources. The processing-in-memory (PIM) paradigm, where computation is placed near or within memory arrays, is a viable solution to accelerate memory-bound NNs. However, PIM architectures vary in form, where different PIM approaches l",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0650,Bit-serial Weight Pools: Compression and Arbitrary Precision Execution of Neural,Bit-serial Weight Pools: Compression and Arbitrary Precision Execution of Neural Networks on Resource Constrained Processors,paper,arXiv 2022,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-200,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2201.11651v1,ARX-200: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-200: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Applications of neural networks on edge systems have proliferated in recent years but the ever-increasing model size makes neural networks not able to deploy on resource-constrained microcontrollers efficiently. We propose bit-serial weight pools, an end-to-end framework that includes network compression and acceleration of arbitrary sub-byte precision. The framework can achieve up to 8x compressi",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0651,SWIS -- Shared Weight bIt Sparsity for Efficient Neural Network Acceleration,SWIS -- Shared Weight bIt Sparsity for Efficient Neural Network Acceleration,paper,arXiv 2021,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-201,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2103.01308v2,ARX-201: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-201: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Quantization is spearheading the increase in performance and efficiency of neural network computing systems making headway into commodity hardware. We present SWIS - Shared Weight bIt Sparsity, a quantization framework for efficient neural network inference acceleration delivering improved performance and storage compression through an offline weight decomposition and scheduling algorithm. SWIS ca",,P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0652,Ax-BxP: Approximate Blocked Computation for Precision-Reconfigurable Deep Neural,Ax-BxP: Approximate Blocked Computation for Precision-Reconfigurable Deep Neural Network Acceleration,paper,arXiv 2020,arXiv增量|all:bit-serial AND all:accelerator AND a,ARX-202,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2011.13000v3,ARX-202: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-202: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Precision scaling has emerged as a popular technique to optimize the compute and storage requirements of Deep Neural Networks (DNNs). Efforts toward creating ultra-low-precision (sub-8-bit) DNNs suggest that the minimum precision required to achieve a given network-level accuracy varies considerably across networks, and even across layers within a network, requiring support for variable precision ",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0653,Dense Structural Compression of Transformers via Gauge-Correct Channel Removal,Dense Structural Compression of Transformers via Gauge-Correct Channel Removal,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-203,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2609.07264v1,ARX-203: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-203: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Inference energy per token drives the cost and carbon footprint of deployed transformers. It is dominated by dense matrix products that incur fused multiply-accumulate (FMA) operations and memory traffic. To reduce these computations while retaining dense tensors for high GPU throughput, we develop a methodology from first principles to adapt structural complexity during training to maximize infer",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0654,Practical Threshold-based Tree Edit Distance Lower-Bounds,Practical Threshold-based Tree Edit Distance Lower-Bounds,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-204,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2609.03078v1,ARX-204: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-204: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Threshold-based similarity search over tree-structured data using tree edit distance (TED) is computationally intensive. Given a query tree and a database of trees, the goal is to retrieve all trees within a predefined TED threshold $τ$. Because exact TED computation is expensive, practical methods employ lower-bounds to prune dissimilar candidates before verification. Existing lower-bounds exhibi",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0655,Debias-SparseGPT: Bias-Aware Pruning for Large Language Models,Debias-SparseGPT: Bias-Aware Pruning for Large Language Models,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-205,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2609.02496v1,ARX-205: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-205: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Model compression techniques such as pruning and quantization facilitate the efficient deployment and acceleration of Large Language Models (LLMs). However, recent studies show that weight sparsification methods, such as SparseGPT, can amplify existing biases in models, with outputs varying significantly depending on persona cues in the prompt. In this paper, we introduce Debias-SparseGPT, a post-",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0656,Accelerating Unified Multimodal Models with Core-Expansion Routing and Unified C,Accelerating Unified Multimodal Models with Core-Expansion Routing and Unified Computation Scheduling,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-206,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.29291v3,ARX-206: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-206: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Unified multimodal models jointly support understanding and generation, but incur substantial redundant computation across tokens, layers, and generation timesteps. Through token-importance probing, we identify an asymmetric core-expansion structure: understanding exhibits a stable importance component, while generation largely shares this component but requires progress-dependent corrections. We ",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0657,Reservoir of Importance: Learning Semi-Structured Sparsity with Differentiable S,Reservoir of Importance: Learning Semi-Structured Sparsity with Differentiable Subset Sampling,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-207,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.23048v1,ARX-207: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-207: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Semi-structured $N$:$M$ sparsity has emerged as a practical direction for accelerating large language models (LLMs). However, existing learnable-mask approaches incur substantial parameter and memory overhead, limiting their scalability to large models and aggressive sparsity regimes. In this work, we revisit semi-structured pruning from a perspective that reconciles efficiency with scalability. W",,P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0658,Macro-Operator Generation and Predicate Selection for TAMP Operator Learning,Macro-Operator Generation and Predicate Selection for TAMP Operator Learning,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-208,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.23629v2,ARX-208: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-208: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Creating symbolic operators by hand is one of the main bottlenecks in deploying Task and Motion Planning systems (TAMP). Recent works show that these operators can instead be learned directly from demonstration data. Existing methods, however, typically learn each action in isolation and cannot capture the recurring multi-step structure of manipulation tasks, so the search becomes intractable on l",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0659,NestyNet. III. Symbolic Regression from Analytic Neural Surrogates,NestyNet. III. Symbolic Regression from Analytic Neural Surrogates,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-209,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.21051v2,ARX-209: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-209: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Many physical laws are simple only after the right representation, decomposition or internal coordinate has been found, but discovering that structure from data is combinatorially hard. This task is symbolic regression (SR), the search for closed-form expressions that fit data without assuming a fixed model class. Here we present NestyNet-SR. A neural surrogate with analytic derivatives is used to",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0660,Exploring the Performance Frontier of Compact Unified Image Generation Models,Exploring the Performance Frontier of Compact Unified Image Generation Models,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-210,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.20334v2,ARX-210: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-210: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"We present Swift-Image, a compact unified model for text-to-image generation, single-image editing, and multi-image editing. Our goal is to explore how far a relatively small visual generator can be pushed through systematic training engineering under a constrained computational budget. Swift-Image adopts an efficient 6B single-stream DiT and a progressive training pipeline that evolves from broad",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0661,ReCache: Efficient KV Cache Reuse and Compression for Tool-Augmented LLM Agents,ReCache: Efficient KV Cache Reuse and Compression for Tool-Augmented LLM Agents,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-211,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.19662v1,ARX-211: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-211: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Agentic language models repeatedly encode tool and skill schemas that recur across requests in different combinations and orders, preventing standard prefix caching from reusing their key--value (KV) states. We introduce \textbf{ReCache}, a framework for independently caching resource representations while reducing their inference-time computational and memory overhead. Resource-wise attention rem",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0662,CoverPrune: Coverage-Driven Token Pruning for 3D VLMs via Optimal Transport,CoverPrune: Coverage-Driven Token Pruning for 3D VLMs via Optimal Transport,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-212,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.13226v1,ARX-212: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-212: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"While 3D Vision-Language Models (3D VLMs) have demonstrated remarkable spatial reasoning capabilities, they suffer from massive visual token counts that create severe computational bottlenecks during inference. Existing token pruning methods primarily rely on diversity-based selection, discarding similar tokens to maximize dispersion. However, in 3D environments, this approach frequently drops rep",,P2_low_mid,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0663,MoE Proxy Models for Low-Cost Failure Reproduction and Diagnosis in LLM RL Post-,MoE Proxy Models for Low-Cost Failure Reproduction and Diagnosis in LLM RL Post-Training,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-213,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.10823v1,ARX-213: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-213: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Reinforcement learning (RL) post-training of large language models (LLMs) is computationally intensive and involves complex system pipelines with substantial debugging overhead. In practice, factors such as framework adaptation, numerical precision, and operator implementation can cause failures, including gradient overflow and loss divergence. Reproducing such failures directly on large models re",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0664,Local Epistemic Uncertainty Guided Active Sampling for Plug-and-play Diffusive I,Local Epistemic Uncertainty Guided Active Sampling for Plug-and-play Diffusive Image Restoration,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-214,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.06981v2,ARX-214: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-214: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Diffusion models have demonstrated remarkable effectiveness in image restoration tasks. However, when guiding image reconstruction, existing Diffusion Model-based Image Restoration (DMIR) methods typically rely on fixed data constraints and uniform step sizes, thereby overlooking the dynamic nature of the generative process. Such rigid designs render the models vulnerable to spatially non-uniform ",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0665,HiSC: Hierarchical Spatial Clustering Token Compression for Efficient 3D Scene U,HiSC: Hierarchical Spatial Clustering Token Compression for Efficient 3D Scene Understanding,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-215,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.04610v1,ARX-215: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-215: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"3D vision-language models (3D VLMs) enable spatial reasoning over multi-view scenes but suffer from substantial token redundancy due to duplicated observations and large uninformative regions, leading to high computational cost. Although visual token compression has shown promise in accelerating 2D VLMs, it fails to capture the structured nature of 3D scenes and leads to incomplete spatial coverag",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0666,Logic Before Language: Pre-pretraining on Formal Derivations Fosters Skill Acqui,Logic Before Language: Pre-pretraining on Formal Derivations Fosters Skill Acquisition and Compressibility,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-216,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.03930v1,ARX-216: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-216: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Pre-pretraining language models (LMs) on symbolic data can accelerate and improve natural language acquisition. However, existing pre-pretraining tasks, such as Dyck and procedural algorithms, rely on narrow primitives that fail to capture the expressive capacity of natural language. Moreover, prior studies remain restricted to relatively small token budgets, offering limited insight into skill em",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0667,When Do Fewer Visual Tokens Accelerate Multimodal Inference? A Break-Even Study ,When Do Fewer Visual Tokens Accelerate Multimodal Inference? A Break-Even Study Across Decision Locations and Hardware,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-217,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2608.03649v1,ARX-217: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-217: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Fewer visual tokens do not guarantee lower end-to-end latency. We evaluate break-even with a reproducible protocol that accounts for decision overhead, shared work, and the operators each policy can avoid. A stage-level decomposition reconciles these components with measured end-to-end latency. In a 30-example pilot, the two tested autoregressive probes remain slower than Full despite state reuse.",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0668,WIDE: Boosting Adaptive LLM Inference via Token-level Dynamic Width Pruning,WIDE: Boosting Adaptive LLM Inference via Token-level Dynamic Width Pruning,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-218,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.28418v1,ARX-218: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-218: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Pruning is a promising approach for improving the efficiency of LLMs. Existing static structured pruning methods are hardware-friendly and can deliver practical throughput gains, but their input-agnostic computation allocation often causes substantial accuracy degradation under aggressive sparsity. Recent dynamic sparsity methods improve quality retention by adapting computation to individual inpu",,P1_mid_rel,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0669,A Flexible Sparsity-Aware FPGA Accelerator with Column-Wise Compression for Effi,A Flexible Sparsity-Aware FPGA Accelerator with Column-Wise Compression for Efficient CNN Inference,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-219,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.19248v1,ARX-219: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-219: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"Efficient acceleration of convolutional neural networks (CNNs) on resource-constrained platforms remains challenging due to the irregularity of sparsity patterns and the associated hardware overhead. While unstructured sparsity offers high model accuracy, it introduces significant inefficiencies in hardware mapping, whereas structured sparsity simplifies execution at the cost of reduced flexibilit",,P0_high_rel,FPGA稀疏CNN：列向核压缩(行内左移消零列) + 可变列宽PE映射 + V-Line分布式归约 + GA排序∥SIPR硬件感知剪枝/复活——非结构灵活与结构效率之间的桥接对照（借入≠X）。,刚性通道/块结构稀疏；无压缩的非结构重控开销；无排序/复活的朴素剪枝；固定列分配。,SparHiXcel压缩≠lifting X；FPGA CNN旁路，勿搬TOPS/GOP/s/W当净服务%。,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0670,SPARE-GS: Structural Parsimony and Resource Efficiency for 3D Gaussian Splatting,SPARE-GS: Structural Parsimony and Resource Efficiency for 3D Gaussian Splatting,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-220,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.16624v1,ARX-220: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-220: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"3D Gaussian Splatting (3DGS) achieves high-fidelity novel view synthesis in real-time; however its training efficiency and representation compactness are hindered by excessive primitive proliferation. To address this challenge, we formulate the structural evolution of 3DGS as a global budget-constrained optimization problem and derive an optimality condition, which requires the marginal utility of",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
W0671,Constraint-Driven Model Optimization: An Industry Framework for Selecting Compre,Constraint-Driven Model Optimization: An Industry Framework for Selecting Compression and Acceleration Techniques in Modern Machine Learning Systems,paper,arXiv 2026,arXiv增量|all:structured AND all:pruning AND all:a,ARX-221,research/hardware_innovation_20260908/survey_ab_fusion_20260910/literature_merged_300plus.json,https://arxiv.org/abs/2607.13735v2,ARX-221: 本轮 arXiv API 盘点：题名/摘要/条目；未声称全文精读 || metadata_or_list || new_this_round,,ARX-221: 本轮新盘点预印本；待按主战场筛选深读,补 arXiv 最新预印本覆盖,"The rapid deployment of machine learning systems across cloud, edge, and enterprise environments has brought model optimization to the forefront of systems-engineering. Despite a rich literature spanning quantization, pruning, knowledge distillation, parameter-efficient fine-tuning (PEFT), and inference-time optimization, practitioners are often left navigating these techniques through heuristics ",,P3_peripheral,,,,,code_not_located_in_aggregated_sources,,,"历史记录原样保留；当前 AT-LIF={0,θ}，推理 θ 可折权。"
