id,category,name,full_title,venue,venue_verification,entity_type,depth,role,status,reason,what_untried,source_url,evidence_file
R139,剪枝、条件执行与编译,DPES,Advancing energy efficiency of spiking neural network accelerator via dynamic predictive early stopping,IEICE Electronics Express 2024,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,SNN 预测早停与通道 patience/重排,官方全文 §2–4 已读；未迁入 IF 编码与完整硬件,原方法为相位编码 IF 趋势预测，非本地非因果 PSN 的无损证明；但不能声称 SNN 预测零/通道校准空白。,原完整编码、patience 标定与通道重排；对 θg/非因果时间消费者重新训练和完整硬件计费,https://globals.ieice.org/en_publications/elex/10.1587/elex.21.20240206/_f,/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R140,剪枝、条件执行与编译,ComPreEND,ComPreEND: Computation Pruning through Predictive Early Negative Detection for ReLU in a Deep Neural Network Accelerator,IEEE Transactions on Computers 2022,作者机构出版记录已核；全文未取得,paper,本地研究记录已读；阅读深度见 status,早期负值预测直接近邻,出版条目/摘要层级；未完整迁移,用于否定“预测不发放”是空白；没有全文，不依据概要判死所有精确阈值结构。,完整预测/误差控制与调度；本地可比较的完整原方法数字实现,https://snu.elsevierpure.com/en/publications/compreend-computation-pruning-through-predictive-early-negative-d/,/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R141,剪枝、条件执行与编译,ADET,ADET（完整题名未取得，不能据缩写补写）,AEÜ - International Journal of Electronics and Communications 2026,本地有作者/期刊与 DOI；本轮出版商元数据返回失败，题名待核,paper,本地研究记录已读；阅读深度见 status,阈值网络精确提前判定近邻,出版商可见材料层级；全文缺口未闭,仅提醒可能直接重叠；没有把摘要当全方法证伪。,取得全文并核严格/有损条件；完整运行代价与本地阈值格式对应,https://doi.org/10.1016/j.aeue.2026.156548,/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R142,剪枝、条件执行与编译,PS4,PS4: A Low Power SNN Accelerator with Spike Speculative Scheme,ICCD 2024,已核作者出版记录；全文获取不完整,paper,本地研究记录已读；阅读深度见 status,SNN spike speculation 直接先验,作者出版记录已核；全文链接为占位；未迁移,不能宣称预测 spike 的方法空白；当前没有完整算法足以做精确重叠判定。,完整方法/恢复流程/代价；与非因果 T10/θg 精确消费者对接,https://mxhx7199.github.io/publications/,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md
R143,剪枝、条件执行与编译,ConvReLU exact 2021,Accelerate Inference of CNNs for Video Analysis While Preserving Exactness Exploiting Activation Sparsity,MLSys 2021,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,参考输入+严格证书+失败刷新完整底座,原文 §3.1 / Algorithm 1 已读；固定参考局部迁移,本地固定 p0 证书多证明一些门但只额外取消约 0.31% Conv 活项；停止固定参考版本，不否定作者完整参考选择/刷新策略。,自适应参考挑选、跨帧/多参考缓存与完整生命周期；按失败消费者重算的真正端口/状态闭环,https://proceedings.mlsys.org/paper_files/paper/2021/file/b9799a12d683d136cc817f94b73a8938-Paper.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md
R144,剪枝、条件执行与编译,ConvReLU++,ConvReLU++: Reference-based Lossless Acceleration of Conv-ReLU Operations on Mobile CPU,MobiSys 2023,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,强化参考证书与边界的强普通控制,原文已读；E6 等界局部完整比较,同固定 p0 试验中 E6 强化只比 L2 再取消 576 个 Conv 项，属于局部参考对象/费用不佳；不是否定所有缓存匹配与原 CPU 路径。,原完整匹配/参考组织与 CPU 优化；本地合法短状态和自适应引用更新,https://yuanchun-li.github.io/static/files/MobiSys23_ConvReLU%2B%2B.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md
R145,剪枝、条件执行与编译,PACT,PACT: Parameterized Clipping Activation for Quantized Neural Networks,arXiv 2018,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,可训练限幅的直接算法先验,原文已读；本地 clip 学生是适配试验，非全文复现,可学习限幅后得到剩余贡献界属于已知量化/早停组合；新模型不能冒称原 ep34 无损。,原完整量化训练协议；限幅+时间依赖+生产服务共同费用，需新模型 AEE,https://arxiv.org/abs/1805.06085,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md
R146,剪枝、条件执行与编译,DeepPoly,An Abstract Domain for Certifying Neural Networks,POPL / Proceedings of the ACM on Programming Languages 2019,论文/出版元数据已核,paper,本地研究记录已读；阅读深度见 status,相关/仿射界强先验,原文相关方法已读；未迁入完整验证器,时间模式相关界相较独立区间属于标准关系界思路；本地多证书未释放高扇出生产且检查成本高，停止该具体检查方式。,完整抽象域传播/数值安全体系；可使实际生产取消而非仅多证明门的消费者组织,https://ggndpsngh.github.io/files/DeepPoly.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md
R147,剪枝、条件执行与编译,T-MAC,T-MAC: CPU Renaissance via Table Lookup for Low-Bit LLM Deployment on Edge,EuroSys 2025,arXiv v2 正式发表信息与 DOI 10.1145/3689031.3696099 已核,paper,本地研究记录已读；阅读深度见 status,小表、位分解与查表布局强先验,原文 v1 方法已读；未迁入完整 CPU kernel,互补码/加性分解/小表查找不是新原语；本地支持码表需要真实 P4 广播及完整神经元服务。,完整低比特 kernel 与位平面/寄存器布局；同学生普通子表分解与数据流成本,https://arxiv.org/abs/2407.00088,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/next_training_proposal.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/response_zero_one_page.md
R148,剪枝、条件执行与编译,da4ml,da4ml: Distributed Arithmetic for Real-time Neural Networks on FPGAs,arXiv 2025,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,固定系数 CMVM、CSE 与分布式算术强底座,原文 v1 §2–4 已读；尚未运行完整编译器,本地 CSD/逐行 MAC 不等于完整 CMVM/CSE。以最终只需 θg 为理由再命名早停不足；撤销 CSE 的假说缺少证明共享位宽/端口产生额外物理成本。,精确 CMVM 图+普通 MSB 界+按位懒求值/完成后门控；实际源字/位加法/寄存器/扇出代价；不是只算总加法,https://arxiv.org/abs/2507.04535,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/psn_decision_one_page.md
R149,剪枝、条件执行与编译,FLARE / BitSift,"FLARE: FP-Less PTQ and Low-ENOB ADC Based AMS-PiM for Error-Resilient, Fast, and Efficient Transformer Acceleration",arXiv 2024,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,模拟 PIM 比特打包与量化先验,原文 §3.3/4.4 已读；未迁入模拟硬件,BitSift 是 FLARE 内部机制，不是独立论文，也不是阈值提前结束；其位计数打包/ADC 条件不能直接算本地数字 PSN 优势。,仅可比较的数字部分位编码；完整模拟器件/ADC 路线不在当前授权主线,https://arxiv.org/abs/2411.14733,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/psn_decision_one_page.md
R150,剪枝、条件执行与编译,SPARK-HLS,Coordinated Parallelizing Compiler Optimizations and High-Level Synthesis,ACM Transactions on Design Automation of Electronic Systems 2004,已核原文及 DOI 10.1145/1027084.1027087,paper,本地研究记录已读；阅读深度见 status,条件复制、逆推测、动态 CSE、profile 调度直接先验,原文 §6–7 已读；未运行本地完整综合流程,区别于 HPCA 2024 同名 SPARK。只按完成次序重排/复制公共子式已很近；若普通共享按位懒求值没有额外物理成本，复制只增工作，当前 X 停止。,同 CMVM 精确图的完整有条件综合基线；实际位宽/端口/扇出证明，而非“多数门先完成”叙述,https://mesl.ucsd.edu/pubs/sgupta_todaes04.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/psn_decision_one_page.md
R151,剪枝、条件执行与编译,Dynamic CSE in HLS,Dynamic Common Sub-Expression Elimination during Scheduling in High-Level Synthesis,ISSS 2002,原作者论文与 DOI 10.1109/ISSS.2002.157725 已核,paper,本地研究记录已读；阅读深度见 status,条件 CSE/调度早期直接先验,原文相关方法已读；未实施完整编译器,用于界定复制/撤销 CSE 不是空白；未把一般表达能力直接当所有结构共设的否决。,完整相同资源的动态/静态 CSE 比较；本地实际活跃位/读取代价差异,https://citeseerx.ist.psu.edu/document?doi=6aa7035e934ec55392164cf7b73b2315a06619df&repid=rep1&type=pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/psn_decision_one_page.md
R152,剪枝、条件执行与编译,USEFUSE,USEFUSE: Uniform stride for enhanced performance in fused layer architecture of deep neural networks,Journal of Systems Architecture 2025,已核期刊 166:103459 与 DOI 10.1016/j.sysarc.2025.103459,paper,本地研究记录已读；阅读深度见 status,层融合/位序渐进消费强先验,原文方法已读；未完整迁移架构,未完成数值的渐进消费/层融合已有可借机制；当前 PSN 的全部 T10/非因果/阈值合同仍需付费。作者预印本 2412.13724 为同篇，不重复统计。,完整融合排程、位序与边界存储；与普通完整 MAC/CMVM 的同资源实现,https://epub.uni-regensburg.de/76770/1/1-s2.0-S1383762125001316-main.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/patch_conditional_fusion_followup_20260908.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/psn_decision_one_page.md
R153,剪枝、条件执行与编译,MADDNESS,Multiplying Matrices Without Multiplying,ICML 2021,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,depth4 树编码及 ridge 码表底座,核心方法已适配：固定层索引 SSE 树、终端身份和同 λ ridge；非完整原 benchmark 复现,本地动态跨层 query 的 valid10 AEE 1.176675，普通相同 96h 窄层 1.174888 更好且更省生产。当前 node-tree 停止；不等于所有成本感知树失败。,原完整训练/更多目标层与同预算恢复；FC2 残差目标+真实 T10 query 并集代价的森林训练,https://proceedings.mlr.press/v139/blalock21a/blalock21a.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R154,剪枝、条件执行与编译,FFF,Fast Feedforward Networks,arXiv 2023,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,按树条件产生内节点神经元直接先验,原文方法已读；未完整训练迁入,已直接覆盖只算路上神经元；跨层 query 不能只因 T10 包响应改名。当前树还未胜普通窄层。,原完整 FFF 训练/叶计算；真实全 T10 hidden 生产并集、等待缓存与 FC2 读出,https://arxiv.org/abs/2308.14711,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R155,剪枝、条件执行与编译,CMM / Exponentially Faster Language Modelling,Exponentially Faster Language Modelling,arXiv 2023,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,条件矩阵乘法与树计算近邻,原文相关方法已读；未完整迁入语言模型体系,与 FFF 是两篇，不能混作题名；用于补齐 demand-driven FC1 的直接先验。,完整训练和矩阵层替换；本地普通窄层之外真正的同费用优势,https://arxiv.org/abs/2311.10770,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R156,剪枝、条件执行与编译,Greedy Miser,The Greedy Miser: Learning under Test-time Budgets,ICML 2012,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,首次特征获取付费、后续缓存、支持回归的直接先验,原文已读；未完整迁入代价敏感森林,本地“首次请求 h 后缓存完整 T10”继承其通用原则；动态树重建比固定窄层贵不能用新名字规避。,训练真实 FC2 残差和跨 T 查询 h 并集成本；完整共享森林与可实现访问代价,https://icml.cc/2012/papers/592.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R157,剪枝、条件执行与编译,Classifier Cascade,Classifier Cascade for Minimizing Feature Evaluation Cost,AISTATS 2012,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,测试时特征生产成本控制先验,原文相关方法已读；未完整迁入,条件获取特征已有明确先验；不能把晚生产某些 FC1 行本身当新增。,完整级联训练与准确率-费用曲线；T10 一次回答多消费者的真实代价绑定,https://proceedings.mlr.press/v22/chen12c/chen12c.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R158,剪枝、条件执行与编译,NeuraLUT,NeuraLUT: Hiding Neural Network Density in Boolean Synthesizable Functions,FPL 2024,作者预印本正式发表信息已核,paper,本地研究记录已读；阅读深度见 status,逻辑合成吸收神经网络的强近邻,原文方法已读；未训练/综合本地完整逻辑网络,低 fan-in 逻辑展开是已有路径；不能将 LUT/树编码视为电路新原语。连续 T10×C 输入的扇入和表规模不能免费。,完整有限 fan-in 学生与端到端训练；真实连续 PSN 输入和 θ 幅值下的可综合逻辑费用,https://arxiv.org/abs/2403.00849,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R159,剪枝、条件执行与编译,LogicNets,LogicNets: Co-Designed Neural Networks and Circuits for Extreme-Throughput Applications,FPL 2020,作者预印本与正式会议记录已核,paper,本地研究记录已读；阅读深度见 status,有限 fan-in 量化网络与布尔电路共设,原文机制已读；本地仅概念评审,按少量离散输入直接产生 gate/code 已有强先验；当前未有本地完整原法训练/ASIC比较。,完整低 fan-in/量化共训；对普通窄层+查表的同 AEE、同资源硬件比较,https://arxiv.org/abs/2004.03021,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/algorithm/hidden_queries/novelty_review.md
R160,剪枝、条件执行与编译,DejaVu,Deja Vu: Contextual Sparsity for Efficient LLMs at Inference Time,ICML 2023,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,预测动态激活稀疏与执行系统,原文 §3.3/4.1–4.4/Algorithm 1 已读；未完整迁入,预测器、索引压缩、取权/通信必须完整计；本地 spike 总量更少不自动对应物理流量。,完整上下文预测器与稀疏 kernel；真实 FC2/动态 BN2/shortcut 与固定 hidden50 同预算,https://proceedings.mlr.press/v202/liu23am/liu23am.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md
R161,剪枝、条件执行与编译,Flextron,Flextron: Many-in-One Flexible Large Language Model,ICML 2024,已核作者 NVIDIA 正式出版页及 ICML 项目,paper,本地研究记录已读；阅读深度见 status,弹性宽度/动态子模型完整训练控制,原文方法已读；未完整迁入,普通可训练窄层应给足权限，不能以未经训练 hidden50 敏感性宣称动态复杂方案必要。,完整弹性子网络训练和路由；同 AEE 的动态宽度相对静态宽度优势,https://research.nvidia.com/labs/lpr/publication/cai2024flextron/,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md
R162,剪枝、条件执行与编译,MatFormer,MatFormer: Nested Transformer for Elastic Inference,arXiv 2023,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,嵌套子模型与宽度控制近邻,由 Flextron 与本地研究引用；未独立完整迁入,仅作为已知普通弹性控制；正式 venue 本轮未核实，不猜会议。,原完整嵌套训练和混合宽度；与真实 SNN 光流误差及硬件预算对照,https://arxiv.org/abs/2310.07707,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md
R163,剪枝、条件执行与编译,Low Power ViT Accelerator 2025,Low Power Vision Transformer Accelerator with Hardware-Aware Pruning and Optimized Dataflow,arXiv 2025,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,动态 FC2 输入通道裁剪及 FC1/FC2 交错,原文 §II-C/III-B2/III-D 已读；未完整迁入,无 cls token 的本地不能搬 cls 剪 token；中间幅值累计何时完成/驻留必须收费，384 维累计口径歧义未猜。28nm 是仿真而非流片。,原动态 FC2 索引收集/权重请求完整路径；同静态 hidden50 和真实 BN2 的同预算比较,https://arxiv.org/html/2510.14393v1,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/conditional_execution_followup_20260908.md
R164,剪枝、条件执行与编译,BNFF,Restructuring Batch Normalization to Accelerate CNN Training,SysML (后续 MLSys 会议档案) 2019,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,统计拆分与 producer/consumer 融合底座,原文方法已读；本地 BN 费用模型有限迁移,本地 A8/源统计是适配，不是完整 BNFF 复现。固定 BN 新学生已通过任务评价，限制复杂动态等待机制的优先级，但不能说明必须动态 BN 的场景已解决。,完整统计融合排程与内存服务；浅层源统计真实 G 生产/二阶费用及数值一致性,https://proceedings.mlsys.org/paper_files/paper/2019/file/9db64c20dee0011899dfdf200e61ef35-Paper.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/README.md；/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md
R165,剪枝、条件执行与编译,AVP,Normalization of Neural Networks using Analytic Variance Propagation,Computer Vision Winter Workshop 2018,作者 arXiv journal reference 已核,paper,本地研究记录已读；阅读深度见 status,源域均值/协方差前馈的算法近邻,原文已读；本地精确有限域源统计不是完整 AVP 训练,均值/方差解析传播有直接先验；本地浅层模型可省等待，深层 G 成本反增，未被 full chain RTL 验证。,完整原训练假设与相关性处理；当前 θg 源域真实二阶项/端口与固定 BN 强控制,https://arxiv.org/abs/1803.10560,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/README.md；/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md
R166,剪枝、条件执行与编译,Gist,Gist: Efficient Data Encoding for Deep Neural Network Training,ISCA 2018,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,按消费者需要编码状态的直接先验,原文已读；未完整训练系统复现,只保存消费需要的信息不是空白；本地证书/门位替代全 U 需要承担统计与失败恢复。,原完整编码生命周期；当前 BN/PSN 中真实 RF 与重放代价,https://www.cs.toronto.edu/~pekhimenko/Papers/ISCA18-Gist.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/README.md；/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md
R167,剪枝、条件执行与编译,Echo,Echo: Compiler-based GPU Memory Footprint Reduction for LSTM RNN Training,ISCA 2020,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,编译重物化/原值重算强对照,原文已读；未完整编译器迁移,本地最强普通保源重算必须给足；固定 group 恢复扩散很大不是所有重物化失败。,完整代价模型/图变换；细粒度失败队列与实际位宽/端口/重算排程,https://www.cs.toronto.edu/~pekhimenko/Papers/Echo-ISCA_20.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/README.md；/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md
R168,剪枝、条件执行与编译,Checkmate,Checkmate: Breaking the Memory Wall with Optimal Tensor Rematerialization,MLSys 2020,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,重物化优化强近邻,官方论文条目/相关机制已定位；未完整复现,不能把保源重算或有限状态调度当空白；当前并未运行作者完整求解器。,完整求解器/生命周期费用；本地动态消费者恢复与源重读限制,https://proceedings.mlsys.org/paper_files/paper/2020/hash/0b816ae8f06f8dd3543dc3d9ef196cab-Abstract.html,/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R169,剪枝、条件执行与编译,DTR,Dynamic Tensor Rematerialization,ICLR 2021,作者条目/会议记录已核,paper,本地研究记录已读；阅读深度见 status,在线重物化及状态管理强近邻,作者论文已定位；未完整迁入,本地 A8 固定恢复组失利只指明布局问题；没有证伪动态重物化体系。,完整在线策略与排程；本地阈值消费者和源 RF 约束,https://arxiv.org/abs/2006.09616,/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R170,剪枝、条件执行与编译,BitWeaving,BitWeaving: Fast Scans for Main Memory Data Processing,SIGMOD 2013,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,位布局与快速阈值扫描的数据系统先验,原文方法已读；未迁入完整数据库实现,阈值位扫描/按位状态组织并非神经网络专属新机制；本地需付真实位平面供数。,完整编解码与扫描成本；PSN 阈值和 1RW 状态的同物理容量比较,https://pages.cs.wisc.edu/~jignesh/publ/BitWeaving.pdf,/home/zhumd/work/ideafromai/research/handoff_reconciliation_20260906/report-source.md
R171,剪枝、条件执行与编译,ByteSlice,ByteSlice: Pushing the Envelop of Main Memory Data Processing with a New Storage Layout,SIGMOD 2015,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,字节切片/渐进比较的强近邻,原文方法已读；未迁入完整内核,按需要继续低字节与缩窄消费者状态已有先例；不能将布局名称直接当新意。,完整数据布局转换/访问成本；实际连续 PSN 张量与缓存生命周期,https://www.cs.cmu.edu/~15721-f24/papers/ByteSlice.pdf,/home/zhumd/work/ideafromai/research/handoff_reconciliation_20260906/report-source.md
R172,剪枝、条件执行与编译,tileANS,Approaching Shannon Bound with Lossless LLM Weight Compression,arXiv 2026,已核作者 arXiv 元数据；未确认正式会议/期刊,paper,本地研究记录已读；阅读深度见 status,独立块熵编码及随机访问强近邻,作者全文已读；未实现完整 codec,块独立编码可借，但不能只以压缩比例当随机访问/带宽优势。,完整解码器/目录/状态收费；当前短表和 1RW 物理字的真实访问,https://arxiv.org/abs/2606.15789,/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R173,剪枝、条件执行与编译,LCP,"Linearly Compressed Pages: A Low-Complexity, Low-Latency Main Memory Compression Framework",MICRO 2013,已核官方会议论文/期刊页或论文首页,paper,本地研究记录已读；阅读深度见 status,固定压缩行与 overflow 回退强基线,原文方法已读；80B 固定槽局部控制已运行,179700/179712 个 96B 权重行溢出，全部 24 层选 raw；停止这个固定槽格式，不否定 LCP 不同长度页选择/完整系统。,原完整页面选择与管理；其他粒度/数据分布必须有新事实才值得再试,https://users.ece.cmu.edu/~yoonguk/papers/pekhimenko-micro13.pdf,/home/zhumd/work/ideafromai/research/handoff_reconciliation_20260906/report-source.md；/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md
R174,剪枝、条件执行与编译,BDI,Base-Delta-Immediate Compression: Practical Data Compression for On-Chip Caches,PACT 2012,作者全文/DOI 10.1145/2370816.2370870 已核,paper,本地研究记录已读；阅读深度见 status,基值差分与立即数无损压缩强控制,主来源已定位；本地未完整实现 BDI,本地精确 INT10、high-bit/exception 不是完整 BDI。支持码表字段流量是待补问题，压缩 byte 少不代表完整服务少。,完整 BDI 编解码/目录与溢出收费；同物理字宽和 7bank/P4 消费者时序,https://users.ece.cmu.edu/~omutlu/pub/bdi-compression_pact12.pdf,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/next_training_proposal.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/bn_state/response_zero_one_page.md
R175,剪枝、条件执行与编译,Dyn-Bitpool (DAC),Dyn-Bitpool: A Two-sided Sparse CIM Accelerator Featuring a Balanced Workload Scheme and High CIM Macro Utilization,DAC 2024,已核 DAC 2024 官方会议项目,paper,阅读层级按 status；元数据核验不等于原作完整迁移,位稀疏负载平衡的会议先验,出版项目已核；本地未迁入 CIM,与 TCAS-I 2025 扩展分列，但非两项本地实现。仅可讨论其位平衡思想，不能借其 CIM 面积/能耗。,完整方法与数字可迁移部分；本项目不开展模拟 CIM,https://61dac.conference-program.com/presentation/?id=RESEARCH223&sess=sess114,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R176,剪枝、条件执行与编译,Dyn-Bitpool (TCAS-I),Dyn-Bitpool: A 28 nm 27 TOPS/W Two-Sided Sparse CIM Accelerator Featuring a Balanced Workload Scheme and High CIM Macro Utilization,IEEE Transactions on Circuits and Systems I: Regular Papers 2025,已核出版商 DOI 登记元数据,paper,阅读层级按 status；元数据核验不等于原作完整迁移,双侧位稀疏/宏利用率期刊扩展,DOI/题名/卷期已核；旧研究列入；无本地完整复现,仅登记已有 28nm CIM 先验，绝不是本项目数字 1RW PPA。未以其存在否定数字负载平衡共设。,原文完整机制和与 DAC 版本差别；数字执行边界及独立实测,https://doi.org/10.1109/TCSI.2025.3547001,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R177,剪枝、条件执行与编译,Control Variate,Control Variate Approximation for DNN Accelerators,DAC 2021,已核出版商 DOI 登记元数据,paper,阅读层级按 status；元数据核验不等于原作完整迁移,近似乘法的误差补偿强先验,旧调研引用/概述；未完整迁入,误差均值补偿不等于严格不改 θg。静态 θ 可合法形成有效权重，但不能由此宣称全部幅值运算可忽略。,完整近似乘法器和原补偿策略；阈值附近错误及任务 AEE，而非只看均方误差,https://doi.org/10.1109/DAC18074.2021.9586092,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R178,剪枝、条件执行与编译,Control Variate extension,Leveraging Highly Approximated Multipliers in DNN Inference,arXiv 2024,已核作者 arXiv 元数据；未核正式发表 venue,paper,阅读层级按 status；元数据核验不等于原作完整迁移,近似乘法控制变量后继,作者预印本身份已核；旧包列入；未完整迁入,与 DAC 2021 工作分别登记，未核正式期刊。不能把补偿后误差小当本地无损 RTL。,完整近似乘法器/补偿及位宽；真实连续 PSN 阈值与端到端 AEE,https://arxiv.org/abs/2412.16757,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R179,剪枝、条件执行与编译,MACISH,MACISH: Designing Approximate MAC Accelerators With Internal-Self-Healing,IEEE Access 2019,已核出版商 DOI 登记元数据,paper,阅读层级按 status；元数据核验不等于原作完整迁移,近似 MAC 内部自恢复先验,出版身份已核；旧概述层级；无本地完整实现,自补偿 MAC 不是首次机制；旧 HBG/ADP 幅值叙事不能代替量化误差及真实挂点证明。,原乘法/自恢复结构；本地 θg 与连续前端/PSN 的精度-费用曲线,https://doi.org/10.1109/ACCESS.2019.2920335,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R180,剪枝、条件执行与编译,Laconic,Laconic Deep Learning Computing（作者预印本）；会议版 Laconic Deep Learning Inference Acceleration,arXiv 预印本；会议版 ISCA 待一手正文复核 2018,已核作者 arXiv:1805.04513；正式会议题名/2019 信息本轮仅检索定位，未冒称已核全文,paper,阅读层级按 status；元数据核验不等于原作完整迁移,位稀疏乘法执行基础先验,旧包名字级提及；本轮作者预印本摘要核身份；非方法完整精读,普通 bit-serial/跳零不是新意；没有本地完整阵列实验可说其失败。,会议版全文与完整负载平衡/编码；真实连续乘法位分布和 word-MAC 强控制,https://arxiv.org/abs/1805.04513,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R181,剪枝、条件执行与编译,BISMO,BISMO: A Scalable Bit-Serial Matrix Multiplication Overlay for Reconfigurable Computing,FPL 2018,已核作者预印本及发表记录,paper,阅读层级按 status；元数据核验不等于原作完整迁移,位打包 AND-popcount 与局部累积 Gram 核,原文相关方法已读；没有完整迁入 FPGA overlay,S^T S 改名 cofire 不能把普通位矩阵核当新原语；源统计必须承担转置/计数/宽收缩。,完整位串行核和供数/格式；真实有限 SRAM 源 Gram 与融合输出统计强比较,https://arxiv.org/abs/1806.08862,/home/zhumd/work/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md
