uid,name,full_title,venue,entity_type,category,depth_bucket,read_flag,inventory_origin,status,source_url
MUSHA-CR003,T-MAC,T-MAC table/lookup MAC related prior (seed followup),待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-CR004,da4ml,da4ml: depth-limited matrix factorization / CSE for constant matrix multiply,arXiv 2025,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_open,
MUSHA-CR005,CompRRAE,CompRRAE MSB-first bound early-stop for approximate compute,arXiv 2019,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-CR006,SPARK_CSE,SPARK conditional CSE / dynamic scheduling (TODAES lineage),IEEE TODAES 2004,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-CR007,USEFUSE,USEFUSE unfinished intermediate MSB consumption,journal (待核) 2025,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-CR008,ISSCC25_ConvFormer,ISSCC 2025 23.2 ConvFormer author PDF,ISSCC 2025,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-CM001,IMPULSE,IMPULSE fused weight + membrane-potential digital CIM,待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-CM002,Neuro-CIM,Neuro-CIM MSB word skipping + early stopping ADC-less,待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-CM003,Spike-CIM,Spike-CIM sparsity-adaptive charge-domain IF,待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-CM004,TFSRAM,TFSRAM twin-column TTFS SRAM CIM,待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-CM005,Park_TCAS-I_TD_SNN_CIM,Time-domain async SNN CIM (Park TCAS-I),IEEE TCAS-I,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-CM006,X-Former_CIM,X-Former hybrid NVM projection + SRAM attention,待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-CM007,Chih_ISSCC21_DigiCIM,Full-precision all-digital SRAM CIM (Chih),ISSCC 2021,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS001,Samsung_6KMAC_NPU_ISSCC21,6K-MAC Feature-Map-Sparsity-Aware NPU in 5nm,ISSCC 2021,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS002,Tambe_ISSCC23_SparseTransformer,12nm Sparse Transformer with entropy early-exit and mixed-precision predication,ISSCC 2023,paper,attention,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS003,Wang_ISSCC22_ApproxTransformer,Approximate-Computing Transformer with asymptotic sparsity speculation,ISSCC 2022,paper,attention,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS004,Tu_ISSCC22_BitlineTranspose_CIM,Bitline-transpose CIM-based sparse Transformer accelerator,ISSCC 2022,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS005,C-Transformer_ISSCC24,C-Transformer homogeneous DNN/Spiking-Transformer processor,ISSCC 2024,paper,attention,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS006,DIANA,DIANA digital+analog hybrid NN SoC,ISSCC 2022,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS007,TinyVers,TinyVers extreme-edge ML SoC with eMRAM,Symp. on VLSI 2022,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS008,QNAP_ISSCC21,Dual-mode CNN with effective-weight convolution and error-compensation prediction,ISSCC 2021,paper,sparsity,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS009,Keller_VLSI22_INT4,Per-vector scaled INT4 Transformer engine in 5nm,Symp. on VLSI 2022,paper,attention,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS010,CogniVision,CogniVision always-on smart vision SoC,Symp. on VLSI 2024,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS011,Alpha-Vision,Alpha-Vision always-on vision processor,ISSCC 2026,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS012,Eyeriss,Eyeriss row-stationary CNN accelerator,ISCA 2016,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS013,Guo_stacked_CIS_EVS,Three-wafer-stacked hybrid 15MP CIS + 1MP EVS,ISSCC 2023,paper,event,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-IS014,Prophesee_Sony_EVS_ISSCC20,Prophesee/Sony 1280x720 event vision sensor,ISSCC 2020,paper,event,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-IS015,Cha_ISCAS25_DVS_CIS_NPU,Energy-Efficient Daily Surveillance with Event-based NPU Triggering,ISCAS 2025,paper,event,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-QT001,GOBO,GOBO outlier-aware 3-4bit weight quantization,MICRO 2020,paper,other,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-QT002,OliVe,OliVe outlier-victim pair quantization,ISCA 2023,paper,other,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-QT003,ANT,ANT adaptive numerical type,MICRO 2022,paper,other,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
MUSHA-LX001,C1_Prosperity_fusion_G2G4,C1 input G2/G4 APEC + Prosperity residual fusion (same-workload),local_experiment 2026,paper,sparsity,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX002,C2_static_common_mode_share,C2 static common-mode share on time-parallel baseline,local_experiment 2026,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX003,support_code_zero_response_X,Train W for input-code-correlated whole-word cancellation (zero-response X),local_proposal 2026,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_as_title_claim,
MUSHA-LX004,PSN_stop_when_theta_g_determined_X,Stop computing U once theta_g issuance is determined,local_proposal 2026,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_as_title_claim,
MUSHA-LX005,patch_continuous_check_vs_one_permit,Patch continuous completion check vs one-shot permit,local_experiment 2026,paper,sparsity,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX006,patch_row34_temporal_structure,Patch public 3-col + 7-private-tail temporal structure (row34),local_experiment 2026,paper,snn_flow,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX007,NR4_cost_training_variant,NR4 execution-cost training with shuffled-group control,local_experiment 2026,paper,sparsity,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX008,class_vs_packed_time_path,Integer class path vs packed time path under strong NR4 controls,local_experiment 2026,paper,snn_flow,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX009,support_set_proj_share_T10_bound,Support-set output projection share / full-T10 strict suffix bound,local_experiment 2026,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX010,SVD_lowrank_PSN_gate,SVD prediction + PSN exact with norm-gate control,local_experiment 2026,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,stop_this_variant,
MUSHA-LX011,fixed_BN_cal32_integer_S0,Fixed BN (cal32) + INT8 S0 integer deployment base,local_experiment 2026,paper,snn_flow,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-LX012,TermiNETor_DynConv_priors,TermiNETor joint termination training / DynConv precursor production mask,待核,paper,sparsity,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-LX013,BNFF_AVP_DavisArel,BNFF stats+consumer fusion / AVP moment propagation / Davis-Arel low-rank conditional compute,multiple 2019,paper,other,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-LX014,HYTE_Buffets,HYTE + Buffets tiling/capacity/credit multicast,待核,paper,circuit,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,include_as_control,
MUSHA-LX015,Flextron_nested_width,Flextron nested dynamic width routing,待核,paper,sparsity,unclear,already_inventoried_musha_incremental,literature_audit_mushaolong_20260909,deferred,
OS-01,GustavSNN-public-mirror,GustavSNN public paper mirror + local CPTB/NRV migration artifacts,open-source/local-mirror,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-02,FlexSpIM,FlexSpIM ISCAS2025 author package / sparse IM related artifacts,open-source/author-pdf,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-03,LoopTree,LoopTree TCAS-AI 2024 author materials,open-source/author-pdf,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-04,RISCSparse,RISCSparse ICCAD2024 author materials,open-source/author-pdf,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-05,ISSCC2025-ConvFormer,ISSCC 2025 23.2 ConvFormer author materials,ISSCC 2025,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-06,da4ml,da4ml / CSE compilation stack used as borrowed base (not title X),open-source/tooling,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-07,OpenROAD,OpenROAD open-source ASIC PnR flow (local scoreboard use),open-source/EDA,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,https://github.com/The-OpenROAD-Project/OpenROAD
OS-08,snntorch,snnTorch: a Python package for gradient-based SNN training,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,https://github.com/jeshraghian/snntorch
OS-09,spikingjelly,SpikingJelly: an open-source deep learning framework for SNNs,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,https://github.com/fangwei123456/spikingjelly
OS-10,lava-nc,Intel Lava neuromorphic computing framework,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,https://github.com/lava-nc/lava
OS-11,norse,Norse: PyTorch library for deep learning with SNNs,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,https://github.com/norse/norse
OS-12,brainchip-akida-docs,"Akida / edge neuromorphic SDK references (platform, not paper X)",open-source/platform,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS-13,timm-optical-flow-baselines,Common optical-flow / RAFT-family open implementations used as task priors,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,https://github.com/princeton-vl/RAFT
OS-14,spike-flow-net,Spike-FlowNet and related event optical flow open repos (family),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_seed,开源/工件盘点,
OS2-001,MemFlow,MemFlow: Optical Flow Estimation and Prediction with Memory,CVPR 2024 / open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/DQiaole/MemFlow
OS2-002,SEA-RAFT,"SEA-RAFT: Simple, Efficient, Accurate RAFT for Optical Flow",open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/princeton-vl/SEA-RAFT
OS2-003,Taming-Event-Cameras,Taming Contrast Maximization for Learning Sequential Event-based Optical Flow Estimation,ICCV / open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/tub-rip/event_flow
OS2-004,v2e,v2e: From Video Frames to Realistic DVS Events,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/SensorsINI/v2e
OS2-005,rpg_e2vid,Events-to-Video: Bringing Modern Computer Vision to Event Cameras,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/uzh-rpg/rpg_e2vid
OS2-006,spikingjelly,SpikingJelly SNN framework,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/fangwei123456/spikingjelly
OS2-007,snntorch,snnTorch,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/jeshraghian/snntorch
OS2-008,lava,Intel Lava,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/lava-nc/lava
OS2-009,norse,Norse SNN,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/norse/norse
OS2-010,bindsnet,BindsNET,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/BindsNET/bindsnet
OS2-011,sinabs,Sinabs / SynSense SNN toolkit,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/synsense/sinabs
OS2-012,nir,Neuromorphic Intermediate Representation,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/neuromorphs/NIR
OS2-013,sparseml,SparseML / Neural Magic sparse training toolkit,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/neuralmagic/sparseml
OS2-014,sparsity,PyTorch sparsity / ao sparsity tooling family,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/pytorch/ao
OS2-015,DeepCompression-arxiv,Deep Compression related open reproductions family,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,
OS2-016,CUTLASS,NVIDIA CUTLASS sparse/dense GEMM building blocks,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/NVIDIA/cutlass
OS2-017,SparseDNN-accel-survey-repos,Curated sparse DNN accelerator open RTL/sim family (SCNN/Eyeriss-style mirrors),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,
OS2-018,OpenRAM,OpenRAM memory compiler,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/VLSIDA/OpenRAM
OS2-019,OpenROAD,OpenROAD,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/The-OpenROAD-Project/OpenROAD
OS2-020,OpenLane,OpenLane ASIC flow,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/The-OpenROAD-Project/OpenLane
OS2-021,Vitis-AI,Xilinx/AMD Vitis AI sparse/quantize toolchains,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/Xilinx/Vitis-AI
OS2-022,finn,FINN dataflow compiler for quantized NNs on FPGA,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/Xilinx/finn
OS2-023,hls4ml,hls4ml,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/fastmachinelearning/hls4ml
OS2-024,verilator,Verilator open-source simulator (local C2/LoAS use),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/verilator/verilator
OS2-025,FireSim,FireSim FPGA-accelerated hardware simulation,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/firesim/firesim
OS2-026,Chipyard,Chipyard SoC generators,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/ucb-bar/chipyard
OS2-027,Gemmini,Gemmini systolic array generator,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/ucb-bar/gemmini
OS2-028,NVDLA,NVDLA open accelerator,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/nvdla/hw
OS2-029,Scale-Sim,SCALE-Sim systolic simulator,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/scalesim-project/scale-sim-v2
OS2-030,Timeloop,Timeloop/Accelergy,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/NVlabs/timeloop
OS2-031,Accelergy,Accelergy energy estimation,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/Accelergy-Project/accelergy
OS2-032,ZigZag,ZigZag DNN accelerator architecture exploration,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/KULeuven-MICAS/zigzag
OS2-033,MAESTRO,MAESTRO dataflow analyzer,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/maestro-project/maestro
OS2-034,SPARSEBACKBONE-OF,Sparse/event optical-flow training codebases family (Spike-FlowNet etc.),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,
OS2-035,BitNet-style,BitNet / 1-bit LLM related open stacks (control for bit-serial priors),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/microsoft/BitNet
OS2-036,GPT-Q/AWQ family,AWQ/GPTQ quantization open implementations (strong controls),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/mit-han-lab/llm-awq
OS2-037,SmoothQuant,SmoothQuant,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/mit-han-lab/smoothquant
OS2-038,SparseGPT,SparseGPT,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/IST-DASLab/SparseGPT
OS2-039,Wanda,Wanda pruning,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/locuslab/wanda
OS2-040,2:4-sparse-stack,NVIDIA 2:4 sparse training examples / apex related,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/NVIDIA/apex
OS2-041,FlexGen,FlexGen offloading (memory schedule control),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/FMInference/FlexGen
OS2-042,vLLM,vLLM paged attention serving (schedule/backpressure analogy control),open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/vllm-project/vllm
OS2-043,FlashAttention,FlashAttention,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/Dao-AILab/flash-attention
OS2-044,xformers,xformers memory-efficient attention,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/facebookresearch/xformers
OS2-045,DeepSpeed,DeepSpeed sparsity/compression features,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/microsoft/DeepSpeed
OS2-046,Megatron-LM,Megatron-LM,open-source,open_source,开源实现/仓库,open_source_inventory,new_this_round,survey_ab_fusion_20260910_opensource_expand,开源盘点；可复现加速器/SNN/光流/稀疏执行相关,https://github.com/NVIDIA/Megatron-LM
ARX-001,Aquatic Neuromorphic Optical Flow,Aquatic Neuromorphic Optical Flow,arXiv 2026,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.07653v2
ARX-002,Unbiased Gradient Estimation for Event Binning via Functional Backpropagation,Unbiased Gradient Estimation for Event Binning via Functional Backpropagation,arXiv 2026,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2602.12590v1
ARX-003,Benchmarking Microsaccade Recognition with Event Cameras: A Novel Dataset and Ev,Benchmarking Microsaccade Recognition with Event Cameras: A Novel Dataset and Evaluation,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2510.24231v1
ARX-004,Context-aware Sparse Spatiotemporal Learning for Event-based Vision,Context-aware Sparse Spatiotemporal Learning for Event-based Vision,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2508.19806v1
ARX-005,Inference-Time Gaze Refinement for Micro-Expression Recognition: Enhancing Event,Inference-Time Gaze Refinement for Micro-Expression Recognition: Enhancing Event-Based Eye Tracking with Motion-Aware Post-Processing,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2506.12524v3
ARX-006,A VCSEL based Photonic Neuromorphic Processor for Event-Based Imaging Flow Cytom,A VCSEL based Photonic Neuromorphic Processor for Event-Based Imaging Flow Cytometry Applications,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2505.12026v1
ARX-007,Neural Ganglion Sensors: Learning Task-specific Event Cameras Inspired by the Ne,Neural Ganglion Sensors: Learning Task-specific Event Cameras Inspired by the Neural Circuit of the Human Retina,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2504.13457v1
ARX-008,UCF-Crime-DVS: A Novel Event-Based Dataset for Video Anomaly Detection with Spik,UCF-Crime-DVS: A Novel Event-Based Dataset for Video Anomaly Detection with Spiking Neural Networks,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2503.12905v1
ARX-009,ST-FlowNet: An Efficient Spiking Neural Network for Event-Based Optical Flow Est,ST-FlowNet: An Efficient Spiking Neural Network for Event-Based Optical Flow Estimation,arXiv 2025,paper,arXiv增量|all:spiking AND all:optical AND all:flow,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2503.10195v2
