uid,name,full_title,venue,venue_norm,entity_type,precision_tier,relevance_score,precision_status,depth_bucket,read_flag,f_candidates,arxiv_id,source_url,abstract
ARX-051,Equation Discovery with Bayesian Spike-and-Slab Priors and Efficient Kernels,Equation Discovery with Bayesian Spike-and-Slab Priors and Efficient Kernels,arXiv 2023,arXiv 2023,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,,2310.05387,https://arxiv.org/abs/2310.05387v2,"Discovering governing equations from data is important to many scientific and engineering applications. Despite promising successes, existing methods are still challenged by data sparsity and noise issues, both of which are ubiquitous in practice. Moreover, state-of-the-art methods lack uncertainty "
ARX-054,Routing brain traffic through the von Neumann bottleneck: Parallel sorting and r,Routing brain traffic through the von Neumann bottleneck: Parallel sorting and refactoring,arXiv 2021,arXiv 2021,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2109.11358,https://arxiv.org/abs/2109.11358v3,Generic simulation code for spiking neuronal networks spends the major part of time in the phase where spikes have arrived at a compute node and need to be delivered to their target neurons. These spikes were emitted over the last interval between communication steps by source neurons distributed ac
ARX-058,Detection limits in the high-dimensional spiked rectangular model,Detection limits in the high-dimensional spiked rectangular model,arXiv 2018,arXiv 2018,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,,1802.07309,https://arxiv.org/abs/1802.07309v3,"We study the problem of detecting the presence of a single unknown spike in a rectangular data matrix, in a high-dimensional regime where the spike has fixed strength and the aspect ratio of the matrix converges to a finite limit. This setup includes Johnstone's spiked covariance model. We analyze t"
ARX-069,On the Geometry of Learned Representations in Event-Based Multi-Modal Egomotion ,On the Geometry of Learned Representations in Event-Based Multi-Modal Egomotion Estimation,arXiv 2026,arXiv 2026,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F7",2607.15794,https://arxiv.org/abs/2607.15794v1,"Classical approaches to event-based egomotion estimation, including those adopted by the top-performing teams of the ELOPE challenge, rely on geometric optimization frameworks such as contrast maximization, homography estimation, or dense optical flow combined with analytic motion inversion. This wo"
ARX-081,Hierarchical Sparse Attention Framework for Computationally Efficient Classifica,Hierarchical Sparse Attention Framework for Computationally Efficient Classification of Biological Cells,arXiv 2025,arXiv 2025,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,F7,2505.07661,https://arxiv.org/abs/2505.07661v1,"We present SparseAttnNet, a new hierarchical attention-driven framework for efficient image classification that adaptively selects and processes only the most informative pixels from images. Traditional convolutional neural networks typically process the entire images regardless of information densi"
ARX-083,Perturbed State Space Feature Encoders for Optical Flow with Event Cameras,Perturbed State Space Feature Encoders for Optical Flow with Event Cameras,arXiv 2025,arXiv 2025,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2504.10669,https://arxiv.org/abs/2504.10669v1,"With their motion-responsive nature, event-based cameras offer significant advantages over traditional cameras for optical flow estimation. While deep learning has improved upon traditional methods, current neural networks adopted for event-based optical flow still face temporal and spatial reasonin"
ARX-177,Spiking Neural Networks for Energy-Efficient Object Detection in Forward-Looking,Spiking Neural Networks for Energy-Efficient Object Detection in Forward-Looking Sonar Imagery,arXiv 2026,arXiv 2026,paper,P1_mid_rel,36,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2608.22072,https://arxiv.org/abs/2608.22072v1,"Autonomous underwater vehicles (AUVs) are increasingly important tools in industries ranging from research, to energy, to defense. AUVs are power-constrained platforms operating in remote environments with fixed battery capacities, where propulsion competes with compute and sensors for power over le"
MAIN-R075,Sanger,Sanger: A Co-Design Framework for Enabling Sparse Attention using Reconfigurable Architecture,MICRO-54: 54th Annual IEEE/ACM International Symposium on Microarchitecture 2021,MICRO 2021,paper,P1_mid_rel,36,metadata_only,metadata_or_list,already_inventoried,F7,,['https://doi.org/10.1145/3466752.3480125'],
MAIN-R126,DJP,Maximizing Energy Efficiency in Spiking Neural Networks: A Dynamic Joint Pruning Framework,DAC 2025,DAC 2025,paper,P1_mid_rel,36,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,F1,,['https://ieeexplore.ieee.org/document/11132570/'],
MAIN-R160,DejaVu,Deja Vu: Contextual Sparsity for Efficient LLMs at Inference Time,ICML 2023,ICML 2023,paper,P1_mid_rel,36,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://proceedings.mlr.press/v202/liu23am/liu23am.pdf'],
MAIN-R245,AT-LIF / Activity Pruning,Activity Pruning for Efficient Spiking Neural Networks,NeurIPS 2025,NeurIPS 2025,paper,P1_mid_rel,36,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,F1,,['https://proceedings.neurips.cc/paper_files/paper/2025/file/fa12d67b5939c37ea8a4659c31a08d2c-Paper-Conference.pdf'],
MAIN-R246,S3Net,S3Net: Spatiotemporally Separated Sparse Network for Neuromorphic Vision Processing,AAAI 2026,AAAI 2026,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried,,,['https://ojs.aaai.org/index.php/AAAI/article/view/42467'],
MAIN-R252,SQKformer,SQKformer: Spiking sparse QKformer with adaptive batch normalization for membrane potential,Neurocomputing 2026,Neurocomputing 2026,paper,P1_mid_rel,36,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://www.sciencedirect.com/science/article/pii/S0925231226000639'],
MAIN-R316,DeltaCNN,DeltaCNN: End-to-End CNN Inference of Sparse Frame Differences in Videos,CVPR 2022,CVPR 2022,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried,,,"['https://openaccess.thecvf.com/content/CVPR2022/papers/Parger_DeltaCNN_End-to-End_CNN_Inference_of_Sparse_Frame_Differences_in_Videos_CVPR_2022_paper.pdf', 'https://arxiv.org/html/2210.09887v2', 'https://openaccess.thecvf.com/content/ICCV2023/html/Parger_MotionDeltaCNN_Sparse_CNN_Inference_of_Frame_Differences_in_Moving_Camera_ICCV_2023_paper.html', 'https://arxiv.org/html/2203.03996v2', 'https://arxiv.org/html/2210.09887', 'https://openaccess.thecvf.com/content/CVPR2022/html/Parger_DeltaCNN_End-to-End_CNN_Inference_of_Sparse_Frame_Differences_in_Videos_CVPR_2022_paper.html', 'https://arxiv.org/html/2210.09887v5', 'https://arxiv.org/html/2203.03996v1']",
MAIN-R317,MotionDeltaCNN,MotionDeltaCNN: Sparse CNN Inference of Frame Differences in Moving Camera Videos,ICCV 2023,ICCV 2023,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried,,,"['https://arxiv.org/html/2210.09887v2', 'https://openaccess.thecvf.com/content/ICCV2023/html/Parger_MotionDeltaCNN_Sparse_CNN_Inference_of_Frame_Differences_in_Moving_Camera_ICCV_2023_paper.html', 'https://arxiv.org/html/2210.09887', 'https://arxiv.org/html/2210.09887v5']",
MAIN-R318,MEET,MEET: Towards Memory-Efficient Temporal Sparse Deep Neural Networks,CVPR 2025,CVPR 2025,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried,,,['https://openaccess.thecvf.com/content/CVPR2025/papers/Zhu_MEET_Towards_Memory-Efficient_Temporal_Sparse_Deep_Neural_Networks_CVPR_2025_paper.pdf'],
MAIN-R325,Wang Asymptotic-Sparsity Transformer,A 28nm 27.5TOPS/W Approximate-Computing-Based Transformer Processor with Asymptotic Sparsity Speculating and Out-of-Order Computing,ISSCC 2022,ISSCC 2022,paper,P1_mid_rel,36,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ISSCC42614.2022.9731686'],
MUSHA-IS002,Tambe_ISSCC23_SparseTransformer,12nm Sparse Transformer with entropy early-exit and mixed-precision predication,ISSCC 2023,ISSCC 2023,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
MUSHA-IS003,Wang_ISSCC22_ApproxTransformer,Approximate-Computing Transformer with asymptotic sparsity speculation,ISSCC 2022,ISSCC 2022,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
MUSHA-SN001,AT-LIF_Bu,Activity Pruning for Efficient Spiking Neural Networks (AT-LIF),NeurIPS 2025,NeurIPS 2025,paper,P1_mid_rel,36,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
ARX-018,Training a spiking neural network on an event-based label-free flow cytometry da,Training a spiking neural network on an event-based label-free flow cytometry dataset,arXiv 2023,arXiv 2023,paper,P1_mid_rel,34,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2303.10632,https://arxiv.org/abs/2303.10632v1,"Imaging flow cytometry systems aim to analyze a huge number of cells or micro-particles based on their physical characteristics. The vast majority of current systems acquire a large amount of images which are used to train deep artificial neural networks. However, this approach increases both the la"
ARX-073,Learning Efficient Meshflow and Optical Flow from Event Cameras,Learning Efficient Meshflow and Optical Flow from Event Cameras,arXiv 2025,arXiv 2025,paper,P1_mid_rel,34,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2510.04111,https://arxiv.org/abs/2510.04111v1,"In this paper, we explore the problem of event-based meshflow estimation, a novel task that involves predicting a spatially smooth sparse motion field from event cameras. To start, we review the state-of-the-art in event-based flow estimation, highlighting two key areas for further research: i) the "
MAIN-R273,BMOF,完整题名待核；BMOF,ISCAS 2017,ISCA 2017,paper,P1_mid_rel,34,metadata_only,unclear,already_inventoried,,,['https://doi.org/10.1109/ISCAS.2017.8050295'],
MAIN-R320,Ultra-Flow,完整题名待核；Ultra-Flow（Ling et al.）,FPL 2022,FPL 2022,paper,P1_mid_rel,34,metadata_only,unclear,already_inventoried,,,['https://doi.org/10.1109/FPL57034.2022.00017'],
MAIN-R357,Ryman Cross-Correlator,1.6 GHz Low-Power Cross-Correlator System Enabling Geostationary Earth Orbit Aperture Synthesis,JSSC 2014，49(11),JSSC 2014,paper,P1_mid_rel,34,metadata_only,metadata_or_list,already_inventoried,,,['https://publications.lib.chalmers.se/records/fulltext/208323/local_208323.pdf'],
MUSHA-OF004,TCAS-I_2023_OF_tracking,Real-time optical-flow tracking FPGA,IEEE TCAS-I 2023,TCAS 2023,paper,P1_mid_rel,34,metadata_only,unclear,already_inventoried_musha_incremental,,,,
OS-08,snntorch,snnTorch: a Python package for gradient-based SNN training,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/jeshraghian/snntorch,
OS-09,spikingjelly,SpikingJelly: an open-source deep learning framework for SNNs,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/fangwei123456/spikingjelly,
OS-11,norse,Norse: PyTorch library for deep learning with SNNs,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/norse/norse,
OS2-006,spikingjelly,SpikingJelly SNN framework,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/fangwei123456/spikingjelly,
OS2-007,snntorch,snnTorch,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/jeshraghian/snntorch,
OS2-008,lava,Intel Lava,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/lava-nc/lava,
OS2-009,norse,Norse SNN,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/norse/norse,
OS2-010,bindsnet,BindsNET,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/BindsNET/bindsnet,
OS2-011,sinabs,Sinabs / SynSense SNN toolkit,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/synsense/sinabs,
OS2-012,nir,Neuromorphic Intermediate Representation,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/neuromorphs/NIR,
OS2-015,DeepCompression-arxiv,Deep Compression related open reproductions family,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,,
OS2-018,OpenRAM,OpenRAM memory compiler,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/VLSIDA/OpenRAM,
OS2-019,OpenROAD,OpenROAD,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/The-OpenROAD-Project/OpenROAD,
OS2-020,OpenLane,OpenLane ASIC flow,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/The-OpenROAD-Project/OpenLane,
OS2-023,hls4ml,hls4ml,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/fastmachinelearning/hls4ml,
OS2-025,FireSim,FireSim FPGA-accelerated hardware simulation,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/firesim/firesim,
OS2-026,Chipyard,Chipyard SoC generators,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/ucb-bar/chipyard,
OS2-030,Timeloop,Timeloop/Accelergy,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/NVlabs/timeloop,
OS2-031,Accelergy,Accelergy energy estimation,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/Accelergy-Project/accelergy,
OS2-035,BitNet-style,BitNet / 1-bit LLM related open stacks (control for bit-serial priors),open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/microsoft/BitNet,
OS2-037,SmoothQuant,SmoothQuant,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/mit-han-lab/smoothquant,
OS2-041,FlexGen,FlexGen offloading (memory schedule control),open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/FMInference/FlexGen,
OS2-046,Megatron-LM,Megatron-LM,open-source,open-source,open_source,P1_mid_rel,34,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/NVIDIA/Megatron-LM,
MUSHA-IS013,Guo_stacked_CIS_EVS,Three-wafer-stacked hybrid 15MP CIS + 1MP EVS,ISSCC 2023,ISSCC 2023,paper,P1_mid_rel,32,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-IS015,Cha_ISCAS25_DVS_CIS_NPU,Energy-Efficient Daily Surveillance with Event-based NPU Triggering,ISCAS 2025,ISCA 2025,paper,P1_mid_rel,32,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-OF016,plane_fit_OF_FPGA,Event-based Plane-fitting Optical Flow for FPGA,ISCAS 2018,ISCA 2018,paper,P1_mid_rel,32,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-OF017,BMOF,Block Matching Optical Flow for event cameras,ISCAS 2017,ISCA 2017,paper,P1_mid_rel,32,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-OF018,Lele_fuse_frame_event_OF,Fuse frame+event optical flow (Lele & Raychowdhury),ISCAS 2022,ISCA 2022,paper,P1_mid_rel,32,metadata_only,unclear,already_inventoried_musha_incremental,,,,
OS-02,FlexSpIM,FlexSpIM ISCAS2025 author package / sparse IM related artifacts,open-source/author-pdf,open-source,open_source,P1_mid_rel,32,opensource_inventory,open_source_inventory,new_this_round,,,,
ARX-136,Tube MPC for Bilinear Koopman Models using Robust Control Contraction Metrics,Tube MPC for Bilinear Koopman Models using Robust Control Contraction Metrics,arXiv 2026,arXiv 2026,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2,F4",2607.29538,https://arxiv.org/abs/2607.29538v1,"This paper presents a robust tube model predictive control (MPC) framework for nonlinear systems represented by bilinear Koopman models identified from data. We derive discrete-time robust control contraction metrics (RCCMs) for bilinear Koopman models, which certify a contraction property that expl"
ARX-150,A Mesh-Adaptive Hypergraph Neural Network for Unsteady Flow Around Oscillating a,A Mesh-Adaptive Hypergraph Neural Network for Unsteady Flow Around Oscillating and Rotating Structures,arXiv 2025,arXiv 2025,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,new_this_round,"F1,F2",2503.22252,https://arxiv.org/abs/2503.22252v2,"Graph neural networks, recently introduced into the field of fluid flow surrogate modeling, have been successfully applied to model the temporal evolution of various fluid flow systems. Existing applications, however, are mostly restricted to cases where the domain is time-invariant. The present wor"
ARX-153,Obfuscation Based Privacy Preserving Representations are Recoverable Using Neigh,Obfuscation Based Privacy Preserving Representations are Recoverable Using Neighborhood Information,arXiv 2024,arXiv 2024,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,new_this_round,,2409.11536,https://arxiv.org/abs/2409.11536v2,Rapid growth in the popularity of AR/VR/MR applications and cloud-based visual localization systems has given rise to an increased focus on the privacy of user content in the localization process. This privacy concern has been further escalated by the ability of deep neural networks to recover detai
ARX-186,Segmented Exponent Alignment and Dynamic Wordline Activation for Floating-Point ,Segmented Exponent Alignment and Dynamic Wordline Activation for Floating-Point Analog CIM Macros,arXiv 2025,arXiv 2025,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,new_this_round,F7,2511.12624,https://arxiv.org/abs/2511.12624v1,"With the rise of compute-in-memory (CIM) accelerators, floating-point multiply-and-accumulate (FP-MAC) operations have gained extensive attention for their higher accuracy over integer MACs in neural networks. However, the hardware overhead caused by exponent comparison and mantissa alignment, along"
ARX-207,Reservoir of Importance: Learning Semi-Structured Sparsity with Differentiable S,Reservoir of Importance: Learning Semi-Structured Sparsity with Differentiable Subset Sampling,arXiv 2026,arXiv 2026,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,new_this_round,F1,2608.23048,https://arxiv.org/abs/2608.23048v1,"Semi-structured $N$:$M$ sparsity has emerged as a practical direction for accelerating large language models (LLMs). However, existing learnable-mask approaches incur substantial parameter and memory overhead, limiting their scalability to large models and aggressive sparsity regimes. In this work, "
MAIN-R094,FLAT,FLAT: An Optimized Dataflow for Mitigating Attention Bottlenecks,"Proceedings of the 28th ACM International Conference on Architectural Support for Programming Languages and Operating Systems, Volume 2 2023",Proceedings of the 28th ACM International Conference on Architectural Support fo,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,already_inventoried,"F2,F7",2107.06419,"['https://arxiv.org/abs/2107.06419', 'https://doi.org/10.1145/3575693.3575747']","Attention mechanisms, primarily designed to capture pairwise correlations between words, have become the backbone of machine learning, expanding beyond natural language processing into other domains. This growth in adaptation comes at the cost of prohibitively large memory requirements and computati"
MAIN-R102,LUT-NN,LUT-NN: Empower Efficient Neural Network Inference with Centroid Learning and Table Lookup,MobiCom 2023,MobiCom 2023,paper,P1_mid_rel,30,arxiv_abstract_verified,deep_or_method,already_inventoried,"F2,F4",2302.03213,"['https://www.microsoft.com/en-us/research/wp-content/uploads/2023/09/LUT_NN_2023-3.pdf', 'https://arxiv.org/abs/2302.03213']","On-device Deep Neural Network (DNN) inference consumes significant computing resources and development efforts. To alleviate that, we propose LUT-NN, the first system to empower inference by table lookup, to reduce inference cost. LUT-NN learns the typical features for each operator, named centroid,"
MAIN-R107,Parallel Accurate Minifloat MACCs,Parallel Accurate Minifloat MACCs for Neural Network Inference on Versal FPGAs,TCAD 2025，44(6):2181–2194；2024 early access,TCAD 2025，44(6):2181–2194；2024 early access,paper,P1_mid_rel,30,metadata_only,metadata_or_list,already_inventoried,,,"['https://researchportal.tuni.fi/files/135714845/Parallel_Accurate_Minifloat_MACCs_for_Neural_Network_Inference_on_Versal_FPGAs.pdf', 'https://researchportal.tuni.fi/en/publications/parallel-accurate-minifloat-maccs-for-neural-network-inference-on/', 'https://doi.org/10.1109/TCAD.2024.3511343']",
MAIN-R120,HiNM,Toward Efficient Permutation for Hierarchical N:M Sparsity on GPUs,arXiv 2024,arXiv 2024,paper,P1_mid_rel,30,arxiv_abstract_verified,method_or_partial,already_inventoried,F1,2407.20496,['https://arxiv.org/abs/2407.20496'],"N:M sparsity pruning is a powerful technique for compressing deep neural networks, utilizing NVIDIA's Sparse Tensor Core technology. This method benefits from hardware support for sparse indexing, enabling the adoption of fine-grained sparsity to maintain model accuracy while minimizing the overhead"
MAIN-R121,FlexHiNM-GP,FlexHiNM-GP: Flexible Hierarchical Pruning via Region Allocation and Channel Permutation,ICLR 2026,ICLR 2026,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,F1,,['https://proceedings.iclr.cc/paper_files/paper/2026/hash/9e33fdc35b68781132e836964a326bf3-Abstract-Conference.html'],
MAIN-R122,WINS,WINS: Winograd Structured Pruning for Fast Winograd Convolution,ICCV 2025,ICCV 2025,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,F1,,['https://openaccess.thecvf.com/content/ICCV2025/papers/Park_WINS_Winograd_Structured_Pruning_for_Fast_Winograd_Convolution_ICCV_2025_paper.pdf'],
MAIN-R123,Channel Permutations,Channel Permutations for N:M Sparsity,NeurIPS 2021,NeurIPS 2021,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,F1,,['https://papers.nips.cc/paper/2021/file/6e8404c3b93a9527c8db241a1846599a-Paper.pdf'],
MAIN-R152,USEFUSE,USEFUSE: Uniform stride for enhanced performance in fused layer architecture of deep neural networks,Journal of Systems Architecture 2025,Journal of Systems Architecture 2025,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://epub.uni-regensburg.de/76770/1/1-s2.0-S1383762125001316-main.pdf'],
MAIN-R170,BitWeaving,BitWeaving: Fast Scans for Main Memory Data Processing,SIGMOD 2013,SIGMOD 2013,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://pages.cs.wisc.edu/~jignesh/publ/BitWeaving.pdf'],
MAIN-R171,ByteSlice,ByteSlice: Pushing the Envelop of Main Memory Data Processing with a New Storage Layout,SIGMOD 2015,SIGMOD 2015,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,method_or_partial,already_inventoried,,,['https://www.cs.cmu.edu/~15721-f24/papers/ByteSlice.pdf'],
MAIN-R185,LUT-GEMM,LUT-GEMM: Quantized Matrix Multiplication Based on LUTs for Efficient Inference in Large-Scale Generative Language Models,ICLR 2024,ICLR 2024,paper,P1_mid_rel,30,prior_method_ok_needs_spotcheck,deep_or_method,already_inventoried,,,['https://proceedings.iclr.cc/paper_files/paper/2024/file/a4f98ce85f440ee269b0df57b4368719-Paper-Conference.pdf'],
MAIN-R189,Mixture-of-Rookies,Mixture-of-Rookies: Saving DNN Computations by Predicting ReLU Outputs,Universitat Politècnica de Catalunya 作者研究报告 2021,Universitat Politècnica de Catalunya 作者研究报告 2021,technical_report,P1_mid_rel,30,metadata_only,metadata_or_list,already_inventoried,F2,,['https://www.ac.upc.edu/app/research-reports/html/RR/2021/7.pdf'],
MAIN-R191,Neuron Merging,Neuron Merging: Compensating for Pruned Neurons,NeurIPS 2020,NeurIPS 2020,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried,F1,,['https://papers.nips.cc/paper/2020/file/0678ca2eae02d542cc931e81b74de122-Paper.pdf'],
MAIN-R350,ReTransformer,ReTransformer: ReRAM-based Processing-in-Memory Architecture for Transformer Acceleration,ICCAD 2020,ICCAD 2020,paper,P1_mid_rel,30,metadata_only,metadata_or_list,already_inventoried,F7,,['https://par.nsf.gov/servlets/purl/10225128'],
MAIN-R351,RACE-IT,RACE-IT: A Reconfigurable Analog Computing Engine for In-Memory Transformer Acceleration,ICCD 2025,ICCD 2025,paper,P1_mid_rel,30,arxiv_abstract_verified,metadata_or_list,already_inventoried,F7,2312.06532,['https://arxiv.org/abs/2312.06532'],"Transformer models represent the cutting edge of Deep Neural Networks (DNNs) and excel in a wide range of machine learning tasks. However, processing these models demands significant computational resources and results in a substantial memory footprint. While In-memory Computing (IMC)offers promise "
MUSHA-CM006,X-Former_CIM,X-Former hybrid NVM projection + SRAM attention,待核,待核,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,F7,,,
MUSHA-CR004,da4ml,da4ml: depth-limited matrix factorization / CSE for constant matrix multiply,arXiv 2025,arXiv 2025,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-CR007,USEFUSE,USEFUSE unfinished intermediate MSB consumption,journal (待核) 2025,journal (待核) 2025,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-LX002,C2_static_common_mode_share,C2 static common-mode share on time-parallel baseline,local_experiment 2026,local_experiment 2026,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-LX004,PSN_stop_when_theta_g_determined_X,Stop computing U once theta_g issuance is determined,local_proposal 2026,local_proposal 2026,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-LX010,SVD_lowrank_PSN_gate,SVD prediction + PSN exact with norm-gate control,local_experiment 2026,local_experiment 2026,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,F2,,,
MUSHA-SP003,HiNM,HiNM: Hierarchical N:M structured sparsity / output clustering,arXiv 2024,arXiv 2024,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
MUSHA-SP005,VENOM,VENOM two-level N:M structured sparsity,待核,待核,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
MUSHA-SP022,row2of4_N_M,N:M / row 2:4 structured sparsity (control identity),methodology 2021,methodology 2021,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
MUSHA-SP024,MoE-OPU,MoE-OPU expert-aware N:M,ICCAD 2025,ICCAD 2025,paper,P1_mid_rel,30,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
ARX-090,"Tessera: Secure, Near-Line-Rate Weight Streaming for UMA Edge Accelerators","Tessera: Secure, Near-Line-Rate Weight Streaming for UMA Edge Accelerators",arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2604.23205,https://arxiv.org/abs/2604.23205v1,"Deploying proprietary Deep Neural Networks (DNNs) on commodity edge devices demands hardware-backed Digital Rights Management (DRM) capable of withstanding both software-level and physical adversaries. In Unified Memory Architecture (UMA) systems, the host CPU and Neural Processing Unit (NPU) share "
ARX-113,Development of Different Algorithms for Drone-Based Antenna Measurement Systems ,Development of Different Algorithms for Drone-Based Antenna Measurement Systems and Near-Field Error Analysis,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,F2,2608.16518,https://arxiv.org/abs/2608.16518v1,"Near-field antenna measurements underpin the characterization of electrically large apertures, yet the fidelity of the Near-Field to Far-Field (NF-FF) transformation depends on the reconstruction algorithm's assumptions and robustness to real-world imperfections, including those from drone-based sca"
ARX-114,FluxBin: Flexible LUT-based Ultra-low-bit LLM Inference by Algorithm-Kernel Syne,FluxBin: Flexible LUT-based Ultra-low-bit LLM Inference by Algorithm-Kernel Synergy,arXiv 2026,arXiv 2026,paper,P1_mid_rel,28,arxiv_abstract_verified,metadata_or_list,new_this_round,,2608.15602,https://arxiv.org/abs/2608.15602v1,"While binary quantization theoretically promises extreme compression and acceleration for Large Language Models (LLMs), existing research often overlooks the necessity of specialized hardware kernels, thus failing to unleash the full acceleration potential due to persistent reliance on expensive flo"
